Vardas            Pavarde              Galutinis(Vid.) Galutinis(Med.)
Vardas522         Pavarde522                      3.04            2.80
Vardas5420        Pavarde5420                     3.04            3.20
Vardas5476        Pavarde5476                     3.04            3.60
Vardas5507        Pavarde5507                     3.04            2.80
Vardas555         Pavarde555                      3.04            2.80
Vardas5766        Pavarde5766                     3.04            2.40
Vardas580         Pavarde580                      3.04            2.80
Vardas6292        Pavarde6292                     3.04            2.80
Vardas660         Pavarde660                      3.04            2.40
Vardas6615        Pavarde6615                     3.04            3.20
Vardas6665        Pavarde6665                     3.04            3.60
Vardas6704        Pavarde6704                     3.04            3.20
Vardas6994        Pavarde6994                     3.04            2.80
Vardas7142        Pavarde7142                     3.04            2.40
Vardas7344        Pavarde7344                     3.04            3.20
Vardas7378        Pavarde7378                     3.04            3.20
Vardas7719        Pavarde7719                     3.04            2.80
Vardas7887        Pavarde7887                     3.04            2.80
Vardas8024        Pavarde8024                     3.04            2.80
Vardas8268        Pavarde8268                     3.04            2.80
Vardas8345        Pavarde8345                     3.04            2.80
Vardas862         Pavarde862                      3.04            2.40
Vardas8627        Pavarde8627                     3.04            3.20
Vardas8866        Pavarde8866                     3.04            3.20
Vardas8951        Pavarde8951                     3.04            3.20
Vardas9017        Pavarde9017                     3.04            3.20
Vardas9731        Pavarde9731                     3.04            2.80
Vardas1196        Pavarde1196                     3.08            2.60
Vardas1510        Pavarde1510                     3.08            3.00
Vardas30          Pavarde30                       3.08            3.00
Vardas3935        Pavarde3935                     3.08            2.60
Vardas5172        Pavarde5172                     3.08            3.00
Vardas711         Pavarde711                      3.08            3.00
Vardas7459        Pavarde7459                     3.08            2.60
Vardas8291        Pavarde8291                     3.08            3.00
Vardas890         Pavarde890                      3.08            2.60
Vardas9585        Pavarde9585                     3.08            3.00
Vardas1101        Pavarde1101                     3.08            3.00
Vardas1749        Pavarde1749                     3.08            3.80
Vardas1860        Pavarde1860                     3.08            4.20
Vardas1905        Pavarde1905                     3.08            3.40
Vardas2342        Pavarde2342                     3.08            3.00
Vardas2449        Pavarde2449                     3.08            2.60
Vardas2510        Pavarde2510                     3.08            2.60
Vardas285         Pavarde285                      3.08            3.80
Vardas309         Pavarde309                      3.08            3.00
Vardas3247        Pavarde3247                     3.08            3.40
Vardas3368        Pavarde3368                     3.08            3.40
Vardas3388        Pavarde3388                     3.08            3.40
Vardas3480        Pavarde3480                     3.08            2.60
Vardas3553        Pavarde3553                     3.08            3.00
Vardas3577        Pavarde3577                     3.08            3.40
Vardas3829        Pavarde3829                     3.08            3.00
Vardas3872        Pavarde3872                     3.08            3.00
Vardas3888        Pavarde3888                     3.08            3.00
Vardas3928        Pavarde3928                     3.08            3.40
Vardas3961        Pavarde3961                     3.08            2.60
Vardas423         Pavarde423                      3.08            2.20
Vardas4366        Pavarde4366                     3.08            3.40
Vardas437         Pavarde437                      3.08            3.00
Vardas4927        Pavarde4927                     3.08            3.80
Vardas5034        Pavarde5034                     3.08            3.40
Vardas5777        Pavarde5777                     3.08            3.40
Vardas5890        Pavarde5890                     3.08            3.40
Vardas6247        Pavarde6247                     3.08            3.00
Vardas6350        Pavarde6350                     3.08            3.80
Vardas6373        Pavarde6373                     3.08            3.40
Vardas6388        Pavarde6388                     3.08            3.80
Vardas6538        Pavarde6538                     3.08            3.80
Vardas6667        Pavarde6667                     3.08            3.00
Vardas6804        Pavarde6804                     3.08            2.60
Vardas6894        Pavarde6894                     3.08            3.40
Vardas6957        Pavarde6957                     3.08            3.00
Vardas7093        Pavarde7093                     3.08            3.40
Vardas714         Pavarde714                      3.08            3.80
Vardas7140        Pavarde7140                     3.08            3.80
Vardas7266        Pavarde7266                     3.08            3.40
Vardas7420        Pavarde7420                     3.08            4.20
Vardas7424        Pavarde7424                     3.08            3.80
Vardas7703        Pavarde7703                     3.08            3.40
Vardas7847        Pavarde7847                     3.08            3.00
Vardas8299        Pavarde8299                     3.08            3.00
Vardas8409        Pavarde8409                     3.08            3.00
Vardas8704        Pavarde8704                     3.08            3.40
Vardas9157        Pavarde9157                     3.08            3.40
Vardas9484        Pavarde9484                     3.08            2.60
Vardas960         Pavarde960                      3.08            3.80
Vardas964         Pavarde964                      3.08            3.40
Vardas102         Pavarde102                      3.12            3.20
Vardas1122        Pavarde1122                     3.12            3.20
Vardas1481        Pavarde1481                     3.12            3.20
Vardas1578        Pavarde1578                     3.12            2.80
Vardas1977        Pavarde1977                     3.12            3.20
Vardas2080        Pavarde2080                     3.12            2.80
Vardas2101        Pavarde2101                     3.12            2.80
Vardas2450        Pavarde2450                     3.12            3.20
Vardas273         Pavarde273                      3.12            3.20
Vardas2762        Pavarde2762                     3.12            3.60
Vardas3043        Pavarde3043                     3.12            2.80
Vardas3080        Pavarde3080                     3.12            2.80
Vardas3308        Pavarde3308                     3.12            2.80
Vardas354         Pavarde354                      3.12            3.20
Vardas355         Pavarde355                      3.12            3.20
Vardas3674        Pavarde3674                     3.12            3.20
Vardas3753        Pavarde3753                     3.12            3.20
Vardas4686        Pavarde4686                     3.12            2.00
Vardas476         Pavarde476                      3.12            2.40
Vardas4848        Pavarde4848                     3.12            3.20
Vardas4874        Pavarde4874                     3.12            2.00
Vardas4878        Pavarde4878                     3.12            3.20
Vardas5027        Pavarde5027                     3.12            2.80
Vardas5284        Pavarde5284                     3.12            2.80
Vardas5298        Pavarde5298                     3.12            2.40
Vardas5326        Pavarde5326                     3.12            3.20
Vardas5667        Pavarde5667                     3.12            3.60
Vardas5794        Pavarde5794                     3.12            3.60
Vardas6150        Pavarde6150                     3.12            2.40
Vardas6173        Pavarde6173                     3.12            2.80
Vardas65          Pavarde65                       3.12            3.20
Vardas683         Pavarde683                      3.12            3.20
Vardas6967        Pavarde6967                     3.12            3.20
Vardas7160        Pavarde7160                     3.12            3.20
Vardas7328        Pavarde7328                     3.12            3.20
Vardas789         Pavarde789                      3.12            3.20
Vardas7972        Pavarde7972                     3.12            3.20
Vardas7980        Pavarde7980                     3.12            3.20
Vardas8092        Pavarde8092                     3.12            3.20
Vardas8187        Pavarde8187                     3.12            2.40
Vardas8316        Pavarde8316                     3.12            3.20
Vardas8667        Pavarde8667                     3.12            3.20
Vardas8719        Pavarde8719                     3.12            3.20
Vardas8970        Pavarde8970                     3.12            2.40
Vardas9433        Pavarde9433                     3.12            3.60
Vardas9830        Pavarde9830                     3.12            3.20
Vardas9908        Pavarde9908                     3.12            3.20
Vardas1686        Pavarde1686                     3.16            3.40
Vardas4100        Pavarde4100                     3.16            3.00
Vardas4121        Pavarde4121                     3.16            2.20
Vardas4139        Pavarde4139                     3.16            3.40
Vardas5259        Pavarde5259                     3.16            3.00
Vardas5587        Pavarde5587                     3.16            3.00
Vardas6290        Pavarde6290                     3.16            2.60
Vardas7600        Pavarde7600                     3.16            2.60
Vardas8321        Pavarde8321                     3.16            2.60
Vardas105         Pavarde105                      3.16            3.00
Vardas136         Pavarde136                      3.16            3.40
Vardas138         Pavarde138                      3.16            3.00
Vardas15          Pavarde15                       3.16            3.80
Vardas1564        Pavarde1564                     3.16            3.80
Vardas1804        Pavarde1804                     3.16            3.40
Vardas1893        Pavarde1893                     3.16            3.80
Vardas1900        Pavarde1900                     3.16            3.80
Vardas2181        Pavarde2181                     3.16            3.00
Vardas2201        Pavarde2201                     3.16            3.40
Vardas2296        Pavarde2296                     3.16            3.00
Vardas2417        Pavarde2417                     3.16            3.40
Vardas2600        Pavarde2600                     3.16            3.40
Vardas3051        Pavarde3051                     3.16            3.00
Vardas3100        Pavarde3100                     3.16            3.80
Vardas389         Pavarde389                      3.16            3.40
Vardas3996        Pavarde3996                     3.16            3.80
Vardas4025        Pavarde4025                     3.16            3.40
Vardas4138        Pavarde4138                     3.16            3.40
Vardas4546        Pavarde4546                     3.16            3.40
Vardas5296        Pavarde5296                     3.16            3.80
Vardas546         Pavarde546                      3.16            3.80
Vardas5468        Pavarde5468                     3.16            3.40
Vardas5625        Pavarde5625                     3.16            2.60
Vardas5710        Pavarde5710                     3.16            3.00
Vardas5799        Pavarde5799                     3.16            3.40
Vardas5812        Pavarde5812                     3.16            3.00
Vardas5940        Pavarde5940                     3.16            3.80
Vardas6010        Pavarde6010                     3.16            4.20
Vardas6273        Pavarde6273                     3.16            3.40
Vardas6315        Pavarde6315                     3.16            3.00
Vardas6377        Pavarde6377                     3.16            3.40
Vardas6423        Pavarde6423                     3.16            3.40
Vardas6498        Pavarde6498                     3.16            3.80
Vardas6546        Pavarde6546                     3.16            3.00
Vardas6577        Pavarde6577                     3.16            3.40
Vardas6887        Pavarde6887                     3.16            3.40
Vardas69          Pavarde69                       3.16            3.80
Vardas7059        Pavarde7059                     3.16            3.00
Vardas7112        Pavarde7112                     3.16            3.00
Vardas7252        Pavarde7252                     3.16            3.00
Vardas7428        Pavarde7428                     3.16            3.00
Vardas7695        Pavarde7695                     3.16            3.40
Vardas7717        Pavarde7717                     3.16            2.60
Vardas7724        Pavarde7724                     3.16            3.40
Vardas7775        Pavarde7775                     3.16            3.80
Vardas7876        Pavarde7876                     3.16            3.40
Vardas7917        Pavarde7917                     3.16            2.60
Vardas7955        Pavarde7955                     3.16            3.80
Vardas8018        Pavarde8018                     3.16            3.40
Vardas8054        Pavarde8054                     3.16            3.00
Vardas8572        Pavarde8572                     3.16            3.40
Vardas8929        Pavarde8929                     3.16            3.40
Vardas8937        Pavarde8937                     3.16            3.40
Vardas8954        Pavarde8954                     3.16            3.00
Vardas9052        Pavarde9052                     3.16            3.40
Vardas9199        Pavarde9199                     3.16            3.80
Vardas924         Pavarde924                      3.16            4.20
Vardas9508        Pavarde9508                     3.16            3.00
Vardas9681        Pavarde9681                     3.16            3.40
Vardas1047        Pavarde1047                     3.20            2.80
Vardas1064        Pavarde1064                     3.20            3.60
Vardas168         Pavarde168                      3.20            2.80
Vardas1768        Pavarde1768                     3.20            3.60
Vardas1927        Pavarde1927                     3.20            3.60
Vardas2210        Pavarde2210                     3.20            3.20
Vardas2586        Pavarde2586                     3.20            2.40
Vardas2889        Pavarde2889                     3.20            3.20
Vardas3027        Pavarde3027                     3.20            3.60
Vardas3228        Pavarde3228                     3.20            3.20
Vardas3473        Pavarde3473                     3.20            3.60
Vardas3592        Pavarde3592                     3.20            3.20
Vardas3715        Pavarde3715                     3.20            3.20
Vardas3914        Pavarde3914                     3.20            3.20
Vardas4038        Pavarde4038                     3.20            3.20
Vardas4117        Pavarde4117                     3.20            3.60
Vardas4165        Pavarde4165                     3.20            3.20
Vardas4341        Pavarde4341                     3.20            2.40
Vardas4348        Pavarde4348                     3.20            3.60
Vardas4387        Pavarde4387                     3.20            2.80
Vardas4558        Pavarde4558                     3.20            2.80
Vardas4654        Pavarde4654                     3.20            3.20
Vardas4710        Pavarde4710                     3.20            2.80
Vardas4724        Pavarde4724                     3.20            2.80
Vardas5049        Pavarde5049                     3.20            3.20
Vardas5132        Pavarde5132                     3.20            2.80
Vardas5157        Pavarde5157                     3.20            2.80
Vardas5248        Pavarde5248                     3.20            3.60
Vardas5331        Pavarde5331                     3.20            2.80
Vardas5617        Pavarde5617                     3.20            2.80
Vardas5618        Pavarde5618                     3.20            3.20
Vardas5884        Pavarde5884                     3.20            3.20
Vardas5928        Pavarde5928                     3.20            2.40
Vardas5931        Pavarde5931                     3.20            3.20
Vardas6420        Pavarde6420                     3.20            3.20
Vardas6470        Pavarde6470                     3.20            3.60
Vardas6487        Pavarde6487                     3.20            3.20
Vardas6599        Pavarde6599                     3.20            3.20
Vardas6610        Pavarde6610                     3.20            3.20
Vardas675         Pavarde675                      3.20            2.80
Vardas6787        Pavarde6787                     3.20            3.60
Vardas6841        Pavarde6841                     3.20            4.00
Vardas6942        Pavarde6942                     3.20            3.20
Vardas7395        Pavarde7395                     3.20            3.20
Vardas7531        Pavarde7531                     3.20            3.20
Vardas7566        Pavarde7566                     3.20            3.20
Vardas8248        Pavarde8248                     3.20            3.20
Vardas8256        Pavarde8256                     3.20            3.20
Vardas8347        Pavarde8347                     3.20            2.00
Vardas8498        Pavarde8498                     3.20            2.80
Vardas8570        Pavarde8570                     3.20            3.60
Vardas8710        Pavarde8710                     3.20            3.20
Vardas9243        Pavarde9243                     3.20            3.20
Vardas9289        Pavarde9289                     3.20            2.80
Vardas9475        Pavarde9475                     3.20            2.80
Vardas963         Pavarde963                      3.20            2.80
Vardas9649        Pavarde9649                     3.20            3.60
Vardas9786        Pavarde9786                     3.20            2.80
Vardas1062        Pavarde1062                     3.24            2.60
Vardas1159        Pavarde1159                     3.24            3.00
Vardas1172        Pavarde1172                     3.24            3.00
Vardas1240        Pavarde1240                     3.24            3.40
Vardas1412        Pavarde1412                     3.24            3.40
Vardas154         Pavarde154                      3.24            2.60
Vardas1557        Pavarde1557                     3.24            3.00
Vardas1648        Pavarde1648                     3.24            3.00
Vardas1850        Pavarde1850                     3.24            3.00
Vardas1931        Pavarde1931                     3.24            4.20
Vardas2098        Pavarde2098                     3.24            3.40
Vardas2217        Pavarde2217                     3.24            3.00
Vardas2225        Pavarde2225                     3.24            3.00
Vardas2590        Pavarde2590                     3.24            3.40
Vardas2650        Pavarde2650                     3.24            3.40
Vardas2799        Pavarde2799                     3.24            3.40
Vardas2974        Pavarde2974                     3.24            3.00
Vardas322         Pavarde322                      3.24            3.40
Vardas3293        Pavarde3293                     3.24            3.80
Vardas3325        Pavarde3325                     3.24            3.40
Vardas3395        Pavarde3395                     3.24            3.40
Vardas3446        Pavarde3446                     3.24            2.60
Vardas3451        Pavarde3451                     3.24            3.80
Vardas3499        Pavarde3499                     3.24            2.60
Vardas3534        Pavarde3534                     3.24            3.00
Vardas3754        Pavarde3754                     3.24            3.00
Vardas3822        Pavarde3822                     3.24            4.20
Vardas3825        Pavarde3825                     3.24            3.00
Vardas3854        Pavarde3854                     3.24            3.80
Vardas3940        Pavarde3940                     3.24            3.80
Vardas4200        Pavarde4200                     3.24            3.00
Vardas4461        Pavarde4461                     3.24            3.00
Vardas5023        Pavarde5023                     3.24            3.40
Vardas5348        Pavarde5348                     3.24            3.40
Vardas5409        Pavarde5409                     3.24            3.00
Vardas5662        Pavarde5662                     3.24            3.00
Vardas6001        Pavarde6001                     3.24            3.80
Vardas6205        Pavarde6205                     3.24            3.00
Vardas6386        Pavarde6386                     3.24            3.00
Vardas6412        Pavarde6412                     3.24            3.40
Vardas658         Pavarde658                      3.24            2.60
Vardas6775        Pavarde6775                     3.24            2.60
Vardas6869        Pavarde6869                     3.24            3.40
Vardas6883        Pavarde6883                     3.24            3.40
Vardas6903        Pavarde6903                     3.24            3.80
Vardas6924        Pavarde6924                     3.24            3.00
Vardas7025        Pavarde7025                     3.24            3.80
Vardas7157        Pavarde7157                     3.24            3.80
Vardas7244        Pavarde7244                     3.24            3.80
Vardas7351        Pavarde7351                     3.24            3.00
Vardas75          Pavarde75                       3.24            2.60
Vardas7579        Pavarde7579                     3.24            3.40
Vardas7694        Pavarde7694                     3.24            3.00
Vardas7931        Pavarde7931                     3.24            3.80
Vardas7973        Pavarde7973                     3.24            3.00
Vardas8183        Pavarde8183                     3.24            3.40
Vardas8211        Pavarde8211                     3.24            3.00
Vardas8396        Pavarde8396                     3.24            3.00
Vardas8465        Pavarde8465                     3.24            3.40
Vardas8590        Pavarde8590                     3.24            3.40
Vardas8628        Pavarde8628                     3.24            3.00
Vardas8846        Pavarde8846                     3.24            3.80
Vardas8926        Pavarde8926                     3.24            3.40
Vardas9063        Pavarde9063                     3.24            2.60
Vardas9215        Pavarde9215                     3.24            3.40
Vardas9233        Pavarde9233                     3.24            3.00
Vardas9555        Pavarde9555                     3.24            3.80
Vardas9576        Pavarde9576                     3.24            3.00
Vardas9614        Pavarde9614                     3.24            3.80
Vardas9921        Pavarde9921                     3.24            3.00
Vardas1068        Pavarde1068                     3.28            3.60
Vardas1079        Pavarde1079                     3.28            3.20
Vardas1131        Pavarde1131                     3.28            3.20
Vardas1289        Pavarde1289                     3.28            3.20
Vardas1327        Pavarde1327                     3.28            2.80
Vardas1605        Pavarde1605                     3.28            3.60
Vardas1827        Pavarde1827                     3.28            2.80
Vardas1984        Pavarde1984                     3.28            3.60
Vardas2104        Pavarde2104                     3.28            3.60
Vardas2245        Pavarde2245                     3.28            3.60
Vardas2436        Pavarde2436                     3.28            3.20
Vardas2698        Pavarde2698                     3.28            2.80
Vardas2983        Pavarde2983                     3.28            3.20
Vardas2994        Pavarde2994                     3.28            3.20
Vardas3580        Pavarde3580                     3.28            3.20
Vardas3800        Pavarde3800                     3.28            3.20
Vardas4159        Pavarde4159                     3.28            3.60
Vardas416         Pavarde416                      3.28            2.80
Vardas4256        Pavarde4256                     3.28            3.60
Vardas4259        Pavarde4259                     3.28            2.80
Vardas4276        Pavarde4276                     3.28            3.20
Vardas4349        Pavarde4349                     3.28            3.20
Vardas4846        Pavarde4846                     3.28            2.80
Vardas5337        Pavarde5337                     3.28            2.80
Vardas545         Pavarde545                      3.28            2.40
Vardas548         Pavarde548                      3.28            3.20
Vardas5613        Pavarde5613                     3.28            3.20
Vardas5800        Pavarde5800                     3.28            3.60
Vardas5824        Pavarde5824                     3.28            3.60
Vardas596         Pavarde596                      3.28            3.20
Vardas6025        Pavarde6025                     3.28            4.00
Vardas6307        Pavarde6307                     3.28            3.20
Vardas6550        Pavarde6550                     3.28            3.20
Vardas6861        Pavarde6861                     3.28            3.60
Vardas6974        Pavarde6974                     3.28            3.20
Vardas6975        Pavarde6975                     3.28            3.60
Vardas7041        Pavarde7041                     3.28            3.60
Vardas7115        Pavarde7115                     3.28            3.20
Vardas7128        Pavarde7128                     3.28            2.80
Vardas7155        Pavarde7155                     3.28            3.20
Vardas766         Pavarde766                      3.28            2.80
Vardas7700        Pavarde7700                     3.28            2.80
Vardas804         Pavarde804                      3.28            2.40
Vardas8261        Pavarde8261                     3.28            2.80
Vardas8506        Pavarde8506                     3.28            2.80
Vardas8936        Pavarde8936                     3.28            3.20
Vardas9122        Pavarde9122                     3.28            3.20
Vardas9131        Pavarde9131                     3.28            2.80
Vardas9135        Pavarde9135                     3.28            3.60
Vardas9467        Pavarde9467                     3.28            3.60
Vardas9487        Pavarde9487                     3.28            4.00
Vardas9631        Pavarde9631                     3.28            3.20
Vardas9879        Pavarde9879                     3.28            3.20
Vardas1112        Pavarde1112                     3.32            3.00
Vardas1449        Pavarde1449                     3.32            3.40
Vardas1482        Pavarde1482                     3.32            3.00
Vardas2275        Pavarde2275                     3.32            3.40
Vardas3246        Pavarde3246                     3.32            3.00
Vardas352         Pavarde352                      3.32            3.80
Vardas3569        Pavarde3569                     3.32            3.40
Vardas3742        Pavarde3742                     3.32            3.00
Vardas4470        Pavarde4470                     3.32            2.60
Vardas4584        Pavarde4584                     3.32            3.40
Vardas4696        Pavarde4696                     3.32            3.00
Vardas4835        Pavarde4835                     3.32            3.00
Vardas6723        Pavarde6723                     3.32            3.80
Vardas6832        Pavarde6832                     3.32            3.00
Vardas7591        Pavarde7591                     3.32            3.40
Vardas7641        Pavarde7641                     3.32            3.40
Vardas8392        Pavarde8392                     3.32            3.40
Vardas8829        Pavarde8829                     3.32            3.00
Vardas9173        Pavarde9173                     3.32            3.80
Vardas9351        Pavarde9351                     3.32            3.00
Vardas9974        Pavarde9974                     3.32            3.40
Vardas1355        Pavarde1355                     3.32            3.80
Vardas1633        Pavarde1633                     3.32            3.40
Vardas191         Pavarde191                      3.32            3.00
Vardas232         Pavarde232                      3.32            3.40
Vardas2398        Pavarde2398                     3.32            3.40
Vardas276         Pavarde276                      3.32            3.00
Vardas3082        Pavarde3082                     3.32            3.40
Vardas3647        Pavarde3647                     3.32            3.00
Vardas4313        Pavarde4313                     3.32            3.40
Vardas4573        Pavarde4573                     3.32            3.40
Vardas4725        Pavarde4725                     3.32            3.80
Vardas4893        Pavarde4893                     3.32            4.60
Vardas5148        Pavarde5148                     3.32            3.80
Vardas5243        Pavarde5243                     3.32            3.40
Vardas5265        Pavarde5265                     3.32            4.20
Vardas54          Pavarde54                       3.32            3.80
Vardas5433        Pavarde5433                     3.32            3.40
Vardas5504        Pavarde5504                     3.32            3.80
Vardas6057        Pavarde6057                     3.32            3.80
Vardas6348        Pavarde6348                     3.32            3.00
Vardas6432        Pavarde6432                     3.32            3.40
Vardas6634        Pavarde6634                     3.32            4.20
Vardas7007        Pavarde7007                     3.32            3.80
Vardas7019        Pavarde7019                     3.32            3.40
Vardas7738        Pavarde7738                     3.32            4.20
Vardas7833        Pavarde7833                     3.32            3.80
Vardas8344        Pavarde8344                     3.32            3.80
Vardas8441        Pavarde8441                     3.32            3.40
Vardas8543        Pavarde8543                     3.32            4.20
Vardas8795        Pavarde8795                     3.32            3.40
Vardas8932        Pavarde8932                     3.32            3.80
Vardas9074        Pavarde9074                     3.32            4.20
Vardas9781        Pavarde9781                     3.32            3.80
Vardas9817        Pavarde9817                     3.32            3.40
Vardas9952        Pavarde9952                     3.32            3.80
Vardas4236        Pavarde4236                     3.36            3.20
Vardas4562        Pavarde4562                     3.36            3.20
Vardas6504        Pavarde6504                     3.36            2.80
Vardas8897        Pavarde8897                     3.36            3.20
Vardas1165        Pavarde1165                     3.36            3.60
Vardas1344        Pavarde1344                     3.36            3.60
Vardas1365        Pavarde1365                     3.36            3.60
Vardas1505        Pavarde1505                     3.36            3.20
Vardas1553        Pavarde1553                     3.36            3.20
Vardas1642        Pavarde1642                     3.36            4.00
Vardas1659        Pavarde1659                     3.36            3.20
Vardas1677        Pavarde1677                     3.36            3.20
Vardas1725        Pavarde1725                     3.36            3.20
Vardas1817        Pavarde1817                     3.36            3.20
Vardas1895        Pavarde1895                     3.36            3.20
Vardas1902        Pavarde1902                     3.36            3.20
Vardas2147        Pavarde2147                     3.36            3.60
Vardas2259        Pavarde2259                     3.36            2.80
Vardas2320        Pavarde2320                     3.36            4.00
Vardas2426        Pavarde2426                     3.36            3.60
Vardas2462        Pavarde2462                     3.36            3.60
Vardas2652        Pavarde2652                     3.36            3.20
Vardas2842        Pavarde2842                     3.36            3.20
Vardas2888        Pavarde2888                     3.36            3.60
Vardas3363        Pavarde3363                     3.36            3.20
Vardas3611        Pavarde3611                     3.36            3.20
Vardas369         Pavarde369                      3.36            3.20
Vardas3998        Pavarde3998                     3.36            2.80
Vardas4072        Pavarde4072                     3.36            4.00
Vardas4109        Pavarde4109                     3.36            3.60
Vardas4132        Pavarde4132                     3.36            3.60
Vardas4331        Pavarde4331                     3.36            3.60
Vardas465         Pavarde465                      3.36            3.20
Vardas475         Pavarde475                      3.36            2.80
Vardas4999        Pavarde4999                     3.36            3.20
Vardas5245        Pavarde5245                     3.36            4.40
Vardas5275        Pavarde5275                     3.36            3.60
Vardas5349        Pavarde5349                     3.36            3.20
Vardas5510        Pavarde5510                     3.36            3.20
Vardas5728        Pavarde5728                     3.36            2.80
Vardas5892        Pavarde5892                     3.36            3.20
Vardas5933        Pavarde5933                     3.36            3.20
Vardas5970        Pavarde5970                     3.36            2.40
Vardas6064        Pavarde6064                     3.36            2.80
Vardas6090        Pavarde6090                     3.36            3.20
Vardas6127        Pavarde6127                     3.36            4.00
Vardas6214        Pavarde6214                     3.36            3.60
Vardas6461        Pavarde6461                     3.36            4.00
Vardas6589        Pavarde6589                     3.36            4.00
Vardas6600        Pavarde6600                     3.36            3.20
Vardas6614        Pavarde6614                     3.36            3.60
Vardas6711        Pavarde6711                     3.36            2.80
Vardas6764        Pavarde6764                     3.36            3.20
Vardas6816        Pavarde6816                     3.36            2.80
Vardas6947        Pavarde6947                     3.36            3.60
Vardas7213        Pavarde7213                     3.36            3.60
Vardas7311        Pavarde7311                     3.36            4.00
Vardas7357        Pavarde7357                     3.36            3.60
Vardas7471        Pavarde7471                     3.36            2.80
Vardas7482        Pavarde7482                     3.36            3.20
Vardas7509        Pavarde7509                     3.36            3.60
Vardas751         Pavarde751                      3.36            2.80
Vardas7834        Pavarde7834                     3.36            3.60
Vardas8071        Pavarde8071                     3.36            3.20
Vardas8113        Pavarde8113                     3.36            4.00
Vardas8123        Pavarde8123                     3.36            3.60
Vardas8237        Pavarde8237                     3.36            3.20
Vardas8273        Pavarde8273                     3.36            3.20
Vardas8288        Pavarde8288                     3.36            3.20
Vardas8353        Pavarde8353                     3.36            3.20
Vardas8504        Pavarde8504                     3.36            3.20
Vardas8957        Pavarde8957                     3.36            3.20
Vardas8980        Pavarde8980                     3.36            2.80
Vardas9016        Pavarde9016                     3.36            3.20
Vardas9264        Pavarde9264                     3.36            3.60
Vardas9287        Pavarde9287                     3.36            2.80
Vardas9324        Pavarde9324                     3.36            3.20
Vardas9457        Pavarde9457                     3.36            3.60
Vardas9460        Pavarde9460                     3.36            3.20
Vardas9558        Pavarde9558                     3.36            3.20
Vardas988         Pavarde988                      3.36            3.60
Vardas9890        Pavarde9890                     3.36            2.40
Vardas1435        Pavarde1435                     3.40            3.00
Vardas1765        Pavarde1765                     3.40            3.00
Vardas1867        Pavarde1867                     3.40            3.00
Vardas2501        Pavarde2501                     3.40            3.00
Vardas2631        Pavarde2631                     3.40            3.00
Vardas2909        Pavarde2909                     3.40            3.00
Vardas3001        Pavarde3001                     3.40            3.40
Vardas3152        Pavarde3152                     3.40            2.60
Vardas3340        Pavarde3340                     3.40            3.40
Vardas341         Pavarde341                      3.40            3.00
Vardas3597        Pavarde3597                     3.40            3.00
Vardas3927        Pavarde3927                     3.40            2.60
Vardas401         Pavarde401                      3.40            3.40
Vardas4248        Pavarde4248                     3.40            3.40
Vardas4297        Pavarde4297                     3.40            3.00
Vardas4356        Pavarde4356                     3.40            2.60
Vardas4524        Pavarde4524                     3.40            3.40
Vardas5456        Pavarde5456                     3.40            3.00
Vardas5571        Pavarde5571                     3.40            2.60
Vardas588         Pavarde588                      3.40            3.00
Vardas6264        Pavarde6264                     3.40            3.80
Vardas7164        Pavarde7164                     3.40            3.00
Vardas7224        Pavarde7224                     3.40            3.00
Vardas7966        Pavarde7966                     3.40            2.60
Vardas9621        Pavarde9621                     3.40            3.40
Vardas9629        Pavarde9629                     3.40            3.40
Vardas9928        Pavarde9928                     3.40            3.80
Vardas1324        Pavarde1324                     3.40            3.80
Vardas1417        Pavarde1417                     3.40            4.20
Vardas1734        Pavarde1734                     3.40            3.80
Vardas1967        Pavarde1967                     3.40            3.40
Vardas218         Pavarde218                      3.40            3.80
Vardas2183        Pavarde2183                     3.40            3.40
Vardas23          Pavarde23                       3.40            3.40
Vardas2393        Pavarde2393                     3.40            3.40
Vardas2928        Pavarde2928                     3.40            4.20
Vardas3348        Pavarde3348                     3.40            3.40
Vardas4379        Pavarde4379                     3.40            3.80
Vardas4586        Pavarde4586                     3.40            4.20
Vardas4597        Pavarde4597                     3.40            3.80
Vardas57          Pavarde57                       3.40            3.80
Vardas6023        Pavarde6023                     3.40            3.40
Vardas6212        Pavarde6212                     3.40            3.00
Vardas6434        Pavarde6434                     3.40            3.40
Vardas6762        Pavarde6762                     3.40            3.80
Vardas705         Pavarde705                      3.40            3.80
Vardas7223        Pavarde7223                     3.40            4.20
Vardas7425        Pavarde7425                     3.40            3.80
Vardas8603        Pavarde8603                     3.40            3.80
Vardas8765        Pavarde8765                     3.40            3.40
Vardas9667        Pavarde9667                     3.40            3.80
Vardas9766        Pavarde9766                     3.40            3.40
Vardas1002        Pavarde1002                     3.44            3.60
Vardas1024        Pavarde1024                     3.44            3.60
Vardas1126        Pavarde1126                     3.44            3.20
Vardas1198        Pavarde1198                     3.44            4.00
Vardas1698        Pavarde1698                     3.44            4.00
Vardas2144        Pavarde2144                     3.44            3.20
Vardas2209        Pavarde2209                     3.44            2.80
Vardas271         Pavarde271                      3.44            3.20
Vardas2715        Pavarde2715                     3.44            3.60
Vardas2786        Pavarde2786                     3.44            4.40
Vardas2797        Pavarde2797                     3.44            3.60
Vardas2988        Pavarde2988                     3.44            3.60
