Name              Surname                   Final(Avg)      Final(Med)
Vardas4969        Pavarde4969                     5.64            5.80
Vardas4979        Pavarde4979                     5.64            5.80
Vardas5019        Pavarde5019                     5.64            5.40
Vardas505         Pavarde505                      5.64            5.40
Vardas5238        Pavarde5238                     5.64            5.80
Vardas5316        Pavarde5316                     5.64            6.20
Vardas5434        Pavarde5434                     5.64            5.40
Vardas5623        Pavarde5623                     5.64            5.80
Vardas5783        Pavarde5783                     5.64            6.20
Vardas5886        Pavarde5886                     5.64            5.80
Vardas5926        Pavarde5926                     5.64            5.40
Vardas6040        Pavarde6040                     5.64            5.80
Vardas6299        Pavarde6299                     5.64            5.80
Vardas6367        Pavarde6367                     5.64            5.40
Vardas6482        Pavarde6482                     5.64            5.80
Vardas6491        Pavarde6491                     5.64            5.80
Vardas6567        Pavarde6567                     5.64            5.80
Vardas6774        Pavarde6774                     5.64            5.00
Vardas7023        Pavarde7023                     5.64            5.80
Vardas7144        Pavarde7144                     5.64            5.80
Vardas722         Pavarde722                      5.64            5.40
Vardas7342        Pavarde7342                     5.64            5.80
Vardas7489        Pavarde7489                     5.64            6.60
Vardas7522        Pavarde7522                     5.64            5.80
Vardas7717        Pavarde7717                     5.64            5.80
Vardas7929        Pavarde7929                     5.64            5.80
Vardas7950        Pavarde7950                     5.64            5.00
Vardas8152        Pavarde8152                     5.64            5.80
Vardas8239        Pavarde8239                     5.64            5.40
Vardas8399        Pavarde8399                     5.64            6.20
Vardas8510        Pavarde8510                     5.64            6.20
Vardas8742        Pavarde8742                     5.64            5.40
Vardas8748        Pavarde8748                     5.64            5.40
Vardas8874        Pavarde8874                     5.64            5.80
Vardas9291        Pavarde9291                     5.64            6.20
Vardas9376        Pavarde9376                     5.64            5.40
Vardas9601        Pavarde9601                     5.64            5.40
Vardas966         Pavarde966                      5.64            5.80
Vardas9726        Pavarde9726                     5.64            5.00
Vardas9812        Pavarde9812                     5.64            5.80
Vardas1189        Pavarde1189                     5.68            5.60
Vardas1300        Pavarde1300                     5.68            4.80
Vardas1499        Pavarde1499                     5.68            5.60
Vardas1518        Pavarde1518                     5.68            5.20
Vardas1642        Pavarde1642                     5.68            6.00
Vardas1651        Pavarde1651                     5.68            5.60
Vardas1706        Pavarde1706                     5.68            5.60
Vardas1938        Pavarde1938                     5.68            5.20
Vardas2094        Pavarde2094                     5.68            5.60
Vardas2236        Pavarde2236                     5.68            5.20
Vardas2258        Pavarde2258                     5.68            6.00
Vardas2710        Pavarde2710                     5.68            5.60
Vardas2781        Pavarde2781                     5.68            6.40
Vardas2782        Pavarde2782                     5.68            5.60
Vardas2945        Pavarde2945                     5.68            5.60
Vardas3006        Pavarde3006                     5.68            5.20
Vardas3075        Pavarde3075                     5.68            5.20
Vardas3102        Pavarde3102                     5.68            6.00
Vardas3173        Pavarde3173                     5.68            6.00
Vardas3326        Pavarde3326                     5.68            6.00
Vardas3473        Pavarde3473                     5.68            5.60
Vardas3787        Pavarde3787                     5.68            6.40
Vardas3816        Pavarde3816                     5.68            6.00
Vardas3821        Pavarde3821                     5.68            5.60
Vardas3883        Pavarde3883                     5.68            5.20
Vardas3943        Pavarde3943                     5.68            6.00
Vardas3988        Pavarde3988                     5.68            5.60
Vardas4026        Pavarde4026                     5.68            5.60
Vardas4033        Pavarde4033                     5.68            5.60
Vardas4053        Pavarde4053                     5.68            6.00
Vardas4544        Pavarde4544                     5.68            5.60
Vardas4597        Pavarde4597                     5.68            5.20
Vardas4626        Pavarde4626                     5.68            5.60
Vardas4731        Pavarde4731                     5.68            5.60
Vardas4814        Pavarde4814                     5.68            5.60
Vardas4897        Pavarde4897                     5.68            6.00
Vardas4928        Pavarde4928                     5.68            5.60
Vardas509         Pavarde509                      5.68            6.00
Vardas5123        Pavarde5123                     5.68            5.60
Vardas5197        Pavarde5197                     5.68            5.20
Vardas5357        Pavarde5357                     5.68            6.00
Vardas5474        Pavarde5474                     5.68            5.60
Vardas5895        Pavarde5895                     5.68            6.00
Vardas5937        Pavarde5937                     5.68            6.40
Vardas6074        Pavarde6074                     5.68            6.00
Vardas6141        Pavarde6141                     5.68            5.60
Vardas6285        Pavarde6285                     5.68            5.20
Vardas6309        Pavarde6309                     5.68            6.00
Vardas6477        Pavarde6477                     5.68            6.00
Vardas6593        Pavarde6593                     5.68            6.00
Vardas6630        Pavarde6630                     5.68            4.80
Vardas6725        Pavarde6725                     5.68            6.00
Vardas6843        Pavarde6843                     5.68            5.60
Vardas7017        Pavarde7017                     5.68            5.20
Vardas7122        Pavarde7122                     5.68            6.00
Vardas7626        Pavarde7626                     5.68            5.20
Vardas7646        Pavarde7646                     5.68            6.00
Vardas7872        Pavarde7872                     5.68            5.60
Vardas8007        Pavarde8007                     5.68            5.60
Vardas8107        Pavarde8107                     5.68            5.60
Vardas8162        Pavarde8162                     5.68            6.00
Vardas8241        Pavarde8241                     5.68            5.60
Vardas8405        Pavarde8405                     5.68            6.00
Vardas8807        Pavarde8807                     5.68            5.60
Vardas9099        Pavarde9099                     5.68            5.60
Vardas9221        Pavarde9221                     5.68            5.20
Vardas9333        Pavarde9333                     5.68            5.20
Vardas9366        Pavarde9366                     5.68            6.00
Vardas997         Pavarde997                      5.68            5.60
Vardas1117        Pavarde1117                     5.72            5.00
Vardas1240        Pavarde1240                     5.72            5.80
Vardas1637        Pavarde1637                     5.72            4.60
Vardas1665        Pavarde1665                     5.72            5.80
Vardas1842        Pavarde1842                     5.72            5.40
Vardas2032        Pavarde2032                     5.72            6.20
Vardas2038        Pavarde2038                     5.72            5.40
Vardas2108        Pavarde2108                     5.72            5.40
Vardas2113        Pavarde2113                     5.72            5.80
Vardas2211        Pavarde2211                     5.72            5.80
Vardas2669        Pavarde2669                     5.72            5.00
Vardas2743        Pavarde2743                     5.72            6.20
Vardas2926        Pavarde2926                     5.72            6.60
Vardas314         Pavarde314                      5.72            5.80
Vardas3270        Pavarde3270                     5.72            6.20
Vardas3325        Pavarde3325                     5.72            5.80
Vardas3573        Pavarde3573                     5.72            5.80
Vardas3917        Pavarde3917                     5.72            6.20
Vardas416         Pavarde416                      5.72            5.80
Vardas439         Pavarde439                      5.72            6.20
Vardas4528        Pavarde4528                     5.72            5.80
Vardas4712        Pavarde4712                     5.72            6.20
Vardas4811        Pavarde4811                     5.72            5.00
Vardas4889        Pavarde4889                     5.72            5.80
Vardas4955        Pavarde4955                     5.72            5.80
Vardas5048        Pavarde5048                     5.72            5.80
Vardas515         Pavarde515                      5.72            5.40
Vardas541         Pavarde541                      5.72            5.40
Vardas5524        Pavarde5524                     5.72            6.20
Vardas5584        Pavarde5584                     5.72            5.80
Vardas6534        Pavarde6534                     5.72            5.00
Vardas654         Pavarde654                      5.72            5.80
Vardas6581        Pavarde6581                     5.72            5.40
Vardas6606        Pavarde6606                     5.72            6.20
Vardas6621        Pavarde6621                     5.72            5.80
Vardas6981        Pavarde6981                     5.72            5.80
Vardas7012        Pavarde7012                     5.72            6.20
Vardas7231        Pavarde7231                     5.72            5.40
Vardas7233        Pavarde7233                     5.72            5.80
Vardas7297        Pavarde7297                     5.72            5.40
Vardas7812        Pavarde7812                     5.72            5.00
Vardas7956        Pavarde7956                     5.72            5.40
Vardas7984        Pavarde7984                     5.72            5.00
Vardas8024        Pavarde8024                     5.72            5.40
Vardas8138        Pavarde8138                     5.72            5.80
Vardas8187        Pavarde8187                     5.72            5.00
Vardas8262        Pavarde8262                     5.72            5.80
Vardas8363        Pavarde8363                     5.72            6.20
Vardas8370        Pavarde8370                     5.72            5.80
Vardas9066        Pavarde9066                     5.72            5.40
Vardas9184        Pavarde9184                     5.72            5.80
Vardas9216        Pavarde9216                     5.72            5.80
Vardas9227        Pavarde9227                     5.72            5.40
Vardas9327        Pavarde9327                     5.72            5.80
Vardas9497        Pavarde9497                     5.72            5.40
Vardas952         Pavarde952                      5.72            5.80
Vardas9576        Pavarde9576                     5.72            5.80
Vardas9577        Pavarde9577                     5.72            5.80
Vardas9639        Pavarde9639                     5.72            6.20
Vardas9751        Pavarde9751                     5.72            5.80
Vardas9820        Pavarde9820                     5.72            6.60
Vardas9858        Pavarde9858                     5.72            5.40
Vardas1055        Pavarde1055                     5.76            5.60
Vardas1286        Pavarde1286                     5.76            5.60
Vardas1295        Pavarde1295                     5.76            6.00
Vardas132         Pavarde132                      5.76            6.00
Vardas1359        Pavarde1359                     5.76            6.00
Vardas142         Pavarde142                      5.76            5.60
Vardas1429        Pavarde1429                     5.76            6.00
Vardas1440        Pavarde1440                     5.76            5.60
Vardas1483        Pavarde1483                     5.76            5.60
Vardas1687        Pavarde1687                     5.76            6.00
Vardas1804        Pavarde1804                     5.76            5.60
Vardas2052        Pavarde2052                     5.76            6.00
Vardas2203        Pavarde2203                     5.76            5.60
Vardas2317        Pavarde2317                     5.76            5.60
Vardas2357        Pavarde2357                     5.76            5.60
Vardas2434        Pavarde2434                     5.76            5.20
Vardas2575        Pavarde2575                     5.76            6.00
Vardas2622        Pavarde2622                     5.76            5.60
Vardas2813        Pavarde2813                     5.76            5.60
Vardas2977        Pavarde2977                     5.76            5.60
Vardas3033        Pavarde3033                     5.76            5.60
Vardas323         Pavarde323                      5.76            6.00
Vardas3412        Pavarde3412                     5.76            5.60
Vardas3527        Pavarde3527                     5.76            6.00
Vardas3560        Pavarde3560                     5.76            5.60
Vardas3663        Pavarde3663                     5.76            5.60
Vardas3676        Pavarde3676                     5.76            5.60
Vardas3908        Pavarde3908                     5.76            6.80
Vardas3956        Pavarde3956                     5.76            6.00
Vardas4115        Pavarde4115                     5.76            5.60
Vardas4148        Pavarde4148                     5.76            5.60
Vardas4209        Pavarde4209                     5.76            5.60
Vardas4212        Pavarde4212                     5.76            6.00
Vardas4233        Pavarde4233                     5.76            5.20
Vardas4288        Pavarde4288                     5.76            5.60
Vardas4297        Pavarde4297                     5.76            5.60
Vardas4321        Pavarde4321                     5.76            6.00
Vardas4393        Pavarde4393                     5.76            4.80
Vardas4449        Pavarde4449                     5.76            5.60
Vardas4921        Pavarde4921                     5.76            6.40
Vardas5028        Pavarde5028                     5.76            6.00
Vardas5069        Pavarde5069                     5.76            6.00
Vardas5071        Pavarde5071                     5.76            5.60
Vardas5140        Pavarde5140                     5.76            5.60
Vardas5216        Pavarde5216                     5.76            6.00
Vardas5296        Pavarde5296                     5.76            6.00
Vardas5314        Pavarde5314                     5.76            6.00
Vardas5426        Pavarde5426                     5.76            6.00
Vardas5777        Pavarde5777                     5.76            6.00
Vardas5849        Pavarde5849                     5.76            4.80
Vardas6122        Pavarde6122                     5.76            5.60
Vardas6609        Pavarde6609                     5.76            5.60
Vardas6803        Pavarde6803                     5.76            5.60
Vardas6840        Pavarde6840                     5.76            5.60
Vardas6878        Pavarde6878                     5.76            6.40
Vardas6953        Pavarde6953                     5.76            6.00
Vardas6983        Pavarde6983                     5.76            6.00
Vardas6984        Pavarde6984                     5.76            6.40
Vardas7033        Pavarde7033                     5.76            5.60
Vardas705         Pavarde705                      5.76            5.60
Vardas7250        Pavarde7250                     5.76            6.00
Vardas7354        Pavarde7354                     5.76            6.00
Vardas7469        Pavarde7469                     5.76            6.40
Vardas7530        Pavarde7530                     5.76            5.20
Vardas7555        Pavarde7555                     5.76            6.00
Vardas7694        Pavarde7694                     5.76            6.40
Vardas7986        Pavarde7986                     5.76            6.00
Vardas7998        Pavarde7998                     5.76            5.20
Vardas8030        Pavarde8030                     5.76            5.60
Vardas8110        Pavarde8110                     5.76            5.60
Vardas8160        Pavarde8160                     5.76            5.60
Vardas8230        Pavarde8230                     5.76            6.40
Vardas8290        Pavarde8290                     5.76            6.40
Vardas8406        Pavarde8406                     5.76            6.00
Vardas8442        Pavarde8442                     5.76            5.20
Vardas8500        Pavarde8500                     5.76            5.60
Vardas8536        Pavarde8536                     5.76            5.20
Vardas8766        Pavarde8766                     5.76            6.00
Vardas8922        Pavarde8922                     5.76            6.00
Vardas9096        Pavarde9096                     5.76            5.20
Vardas9310        Pavarde9310                     5.76            6.00
Vardas9540        Pavarde9540                     5.76            5.60
Vardas9556        Pavarde9556                     5.76            5.60
Vardas9643        Pavarde9643                     5.76            5.20
Vardas9786        Pavarde9786                     5.76            6.00
Vardas9803        Pavarde9803                     5.76            6.00
Vardas9819        Pavarde9819                     5.76            5.60
Vardas985         Pavarde985                      5.76            5.60
Vardas9913        Pavarde9913                     5.76            5.60
Vardas1225        Pavarde1225                     5.80            5.80
Vardas1318        Pavarde1318                     5.80            5.80
Vardas1520        Pavarde1520                     5.80            6.20
Vardas1550        Pavarde1550                     5.80            5.40
Vardas1570        Pavarde1570                     5.80            6.60
Vardas1690        Pavarde1690                     5.80            5.80
Vardas1790        Pavarde1790                     5.80            6.20
Vardas194         Pavarde194                      5.80            5.80
Vardas20          Pavarde20                       5.80            6.20
Vardas2002        Pavarde2002                     5.80            5.80
Vardas2018        Pavarde2018                     5.80            5.80
Vardas2047        Pavarde2047                     5.80            5.40
Vardas244         Pavarde244                      5.80            5.80
Vardas2513        Pavarde2513                     5.80            5.80
Vardas2697        Pavarde2697                     5.80            6.20
Vardas2737        Pavarde2737                     5.80            5.40
Vardas3154        Pavarde3154                     5.80            4.60
Vardas3155        Pavarde3155                     5.80            6.20
Vardas3287        Pavarde3287                     5.80            5.80
Vardas3453        Pavarde3453                     5.80            6.60
Vardas3544        Pavarde3544                     5.80            6.20
Vardas3631        Pavarde3631                     5.80            5.40
Vardas3666        Pavarde3666                     5.80            5.40
Vardas3978        Pavarde3978                     5.80            5.80
Vardas3982        Pavarde3982                     5.80            5.40
Vardas4025        Pavarde4025                     5.80            6.20
Vardas4227        Pavarde4227                     5.80            5.40
Vardas4621        Pavarde4621                     5.80            6.20
Vardas4677        Pavarde4677                     5.80            5.40
Vardas485         Pavarde485                      5.80            6.20
Vardas4866        Pavarde4866                     5.80            5.80
Vardas4912        Pavarde4912                     5.80            5.80
Vardas4984        Pavarde4984                     5.80            5.40
Vardas512         Pavarde512                      5.80            6.60
Vardas5356        Pavarde5356                     5.80            5.40
Vardas5705        Pavarde5705                     5.80            5.40
Vardas5723        Pavarde5723                     5.80            5.80
Vardas5785        Pavarde5785                     5.80            4.60
Vardas5920        Pavarde5920                     5.80            5.80
Vardas5986        Pavarde5986                     5.80            5.80
Vardas5997        Pavarde5997                     5.80            5.80
Vardas6403        Pavarde6403                     5.80            5.80
Vardas6438        Pavarde6438                     5.80            5.80
Vardas6497        Pavarde6497                     5.80            5.80
Vardas653         Pavarde653                      5.80            5.80
Vardas6565        Pavarde6565                     5.80            5.40
Vardas6704        Pavarde6704                     5.80            5.80
Vardas6785        Pavarde6785                     5.80            5.80
Vardas707         Pavarde707                      5.80            5.80
Vardas7079        Pavarde7079                     5.80            6.20
Vardas713         Pavarde713                      5.80            5.40
Vardas7132        Pavarde7132                     5.80            5.00
Vardas7598        Pavarde7598                     5.80            5.40
Vardas7652        Pavarde7652                     5.80            6.20
Vardas7672        Pavarde7672                     5.80            5.80
Vardas7918        Pavarde7918                     5.80            6.20
Vardas7976        Pavarde7976                     5.80            6.20
Vardas8004        Pavarde8004                     5.80            5.40
Vardas8223        Pavarde8223                     5.80            5.80
Vardas8509        Pavarde8509                     5.80            5.80
Vardas863         Pavarde863                      5.80            5.40
Vardas8652        Pavarde8652                     5.80            5.80
Vardas8756        Pavarde8756                     5.80            5.00
Vardas8773        Pavarde8773                     5.80            5.80
Vardas8831        Pavarde8831                     5.80            5.40
Vardas8939        Pavarde8939                     5.80            6.20
Vardas9193        Pavarde9193                     5.80            5.80
Vardas9222        Pavarde9222                     5.80            5.80
Vardas9357        Pavarde9357                     5.80            5.00
Vardas9391        Pavarde9391                     5.80            5.80
Vardas9513        Pavarde9513                     5.80            5.80
Vardas9622        Pavarde9622                     5.80            5.80
Vardas9623        Pavarde9623                     5.80            5.80
Vardas98          Pavarde98                       5.80            5.80
Vardas9920        Pavarde9920                     5.80            5.80
Vardas9944        Pavarde9944                     5.80            6.20
Vardas1047        Pavarde1047                     5.84            6.00
Vardas1105        Pavarde1105                     5.84            6.00
Vardas1332        Pavarde1332                     5.84            6.40
Vardas1385        Pavarde1385                     5.84            6.40
Vardas1866        Pavarde1866                     5.84            5.60
Vardas2045        Pavarde2045                     5.84            5.60
Vardas2270        Pavarde2270                     5.84            6.00
Vardas2274        Pavarde2274                     5.84            5.60
Vardas2311        Pavarde2311                     5.84            6.00
Vardas2499        Pavarde2499                     5.84            6.00
Vardas2696        Pavarde2696                     5.84            6.00
Vardas2804        Pavarde2804                     5.84            6.00
Vardas2875        Pavarde2875                     5.84            5.20
Vardas2886        Pavarde2886                     5.84            6.00
Vardas2897        Pavarde2897                     5.84            6.00
Vardas2942        Pavarde2942                     5.84            6.80
Vardas3047        Pavarde3047                     5.84            6.00
Vardas3556        Pavarde3556                     5.84            6.00
Vardas3707        Pavarde3707                     5.84            6.40
Vardas3752        Pavarde3752                     5.84            6.00
Vardas3819        Pavarde3819                     5.84            5.60
Vardas3998        Pavarde3998                     5.84            6.00
Vardas4118        Pavarde4118                     5.84            5.20
Vardas4360        Pavarde4360                     5.84            5.60
Vardas4434        Pavarde4434                     5.84            5.60
Vardas4598        Pavarde4598                     5.84            6.00
Vardas4639        Pavarde4639                     5.84            5.60
Vardas4741        Pavarde4741                     5.84            5.60
Vardas4943        Pavarde4943                     5.84            5.60
Vardas5399        Pavarde5399                     5.84            5.60
Vardas5579        Pavarde5579                     5.84            5.60
Vardas588         Pavarde588                      5.84            5.20
Vardas5946        Pavarde5946                     5.84            5.60
Vardas5971        Pavarde5971                     5.84            6.00
Vardas6037        Pavarde6037                     5.84            6.00
Vardas6080        Pavarde6080                     5.84            5.20
Vardas6092        Pavarde6092                     5.84            5.60
Vardas6126        Pavarde6126                     5.84            5.60
Vardas6337        Pavarde6337                     5.84            5.60
Vardas6386        Pavarde6386                     5.84            6.00
Vardas6570        Pavarde6570                     5.84            5.60
Vardas6571        Pavarde6571                     5.84            6.40
Vardas6711        Pavarde6711                     5.84            5.60
Vardas6943        Pavarde6943                     5.84            5.60
Vardas7125        Pavarde7125                     5.84            6.00
Vardas7157        Pavarde7157                     5.84            5.20
Vardas732         Pavarde732                      5.84            5.60
Vardas7340        Pavarde7340                     5.84            6.00
Vardas7797        Pavarde7797                     5.84            6.00
Vardas7825        Pavarde7825                     5.84            6.00
Vardas7957        Pavarde7957                     5.84            5.60
Vardas8097        Pavarde8097                     5.84            5.60
Vardas8265        Pavarde8265                     5.84            5.60
Vardas866         Pavarde866                      5.84            5.60
Vardas8689        Pavarde8689                     5.84            5.60
Vardas8708        Pavarde8708                     5.84            5.20
Vardas8711        Pavarde8711                     5.84            4.80
Vardas8921        Pavarde8921                     5.84            5.60
Vardas9135        Pavarde9135                     5.84            6.00
Vardas9204        Pavarde9204                     5.84            5.60
Vardas9230        Pavarde9230                     5.84            6.00
Vardas9411        Pavarde9411                     5.84            5.60
Vardas9465        Pavarde9465                     5.84            5.60
Vardas9671        Pavarde9671                     5.84            5.60
Vardas968         Pavarde968                      5.84            5.60
Vardas1007        Pavarde1007                     5.88            5.80
Vardas1082        Pavarde1082                     5.88            5.00
Vardas1119        Pavarde1119                     5.88            6.60
Vardas1139        Pavarde1139                     5.88            5.40
Vardas1204        Pavarde1204                     5.88            5.80
Vardas1261        Pavarde1261                     5.88            6.20
Vardas1449        Pavarde1449                     5.88            5.00
Vardas1684        Pavarde1684                     5.88            6.20
Vardas1999        Pavarde1999                     5.88            6.60
Vardas2263        Pavarde2263                     5.88            5.40
Vardas2525        Pavarde2525                     5.88            6.20
Vardas267         Pavarde267                      5.88            5.40
Vardas2714        Pavarde2714                     5.88            5.40
Vardas2974        Pavarde2974                     5.88            6.60
Vardas3052        Pavarde3052                     5.88            5.80
Vardas3330        Pavarde3330                     5.88            5.40
Vardas3396        Pavarde3396                     5.88            5.80
Vardas3552        Pavarde3552                     5.88            4.60
Vardas3567        Pavarde3567                     5.88            5.80
Vardas3593        Pavarde3593                     5.88            5.40
Vardas362         Pavarde362                      5.88            6.20
Vardas3690        Pavarde3690                     5.88            5.80
Vardas3720        Pavarde3720                     5.88            6.20
Vardas3751        Pavarde3751                     5.88            6.20
Vardas382         Pavarde382                      5.88            5.80
Vardas3902        Pavarde3902                     5.88            5.80
Vardas3948        Pavarde3948                     5.88            5.80
Vardas4248        Pavarde4248                     5.88            5.80
Vardas4345        Pavarde4345                     5.88            6.20
Vardas454         Pavarde454                      5.88            6.20
Vardas4633        Pavarde4633                     5.88            5.40
Vardas4740        Pavarde4740                     5.88            5.80
Vardas4832        Pavarde4832                     5.88            5.80
Vardas4939        Pavarde4939                     5.88            6.60
Vardas5053        Pavarde5053                     5.88            5.80
Vardas5274        Pavarde5274                     5.88            5.00
Vardas5282        Pavarde5282                     5.88            5.40
Vardas5620        Pavarde5620                     5.88            5.80
Vardas6339        Pavarde6339                     5.88            5.80
Vardas6495        Pavarde6495                     5.88            5.40
Vardas6625        Pavarde6625                     5.88            5.40
Vardas6861        Pavarde6861                     5.88            5.40
Vardas7223        Pavarde7223                     5.88            5.80
Vardas724         Pavarde724                      5.88            6.60
Vardas7248        Pavarde7248                     5.88            6.20
Vardas7277        Pavarde7277                     5.88            5.40
Vardas7311        Pavarde7311                     5.88            5.40
Vardas7314        Pavarde7314                     5.88            6.20
Vardas7467        Pavarde7467                     5.88            5.40
Vardas7492        Pavarde7492                     5.88            5.40
Vardas7505        Pavarde7505                     5.88            5.80
Vardas7644        Pavarde7644                     5.88            5.80
Vardas7846        Pavarde7846                     5.88            5.80
Vardas7931        Pavarde7931                     5.88            6.20
Vardas8002        Pavarde8002                     5.88            5.80
Vardas8034        Pavarde8034                     5.88            5.40
Vardas8118        Pavarde8118                     5.88            5.80
Vardas8371        Pavarde8371                     5.88            5.40
Vardas8441        Pavarde8441                     5.88            5.00
Vardas8453        Pavarde8453                     5.88            5.80
Vardas857         Pavarde857                      5.88            5.40
Vardas8706        Pavarde8706                     5.88            5.00
Vardas873         Pavarde873                      5.88            4.60
Vardas8745        Pavarde8745                     5.88            6.20
Vardas8927        Pavarde8927                     5.88            5.80
Vardas902         Pavarde902                      5.88            6.60
Vardas912         Pavarde912                      5.88            6.20
Vardas9133        Pavarde9133                     5.88            6.20
Vardas9156        Pavarde9156                     5.88            5.80
Vardas9426        Pavarde9426                     5.88            5.40
Vardas9603        Pavarde9603                     5.88            6.20
Vardas9824        Pavarde9824                     5.88            6.20
Vardas996         Pavarde996                      5.88            5.40
Vardas1045        Pavarde1045                     5.92            5.60
Vardas1111        Pavarde1111                     5.92            6.40
Vardas1192        Pavarde1192                     5.92            5.60
Vardas1615        Pavarde1615                     5.92            6.00
Vardas1680        Pavarde1680                     5.92            6.00
Vardas211         Pavarde211                      5.92            6.40
Vardas2192        Pavarde2192                     5.92            5.60
Vardas2341        Pavarde2341                     5.92            5.60
Vardas2364        Pavarde2364                     5.92            6.40
Vardas255         Pavarde255                      5.92            6.40
Vardas2832        Pavarde2832                     5.92            5.60
Vardas286         Pavarde286                      5.92            5.60
Vardas2860        Pavarde2860                     5.92            6.40
Vardas2896        Pavarde2896                     5.92            6.40
Vardas3067        Pavarde3067                     5.92            6.00
Vardas3220        Pavarde3220                     5.92            5.60
Vardas3317        Pavarde3317                     5.92            6.40
Vardas3352        Pavarde3352                     5.92            6.00
Vardas3354        Pavarde3354                     5.92            6.00
Vardas339         Pavarde339                      5.92            5.60
Vardas3466        Pavarde3466                     5.92            5.60
Vardas3514        Pavarde3514                     5.92            6.40
Vardas3518        Pavarde3518                     5.92            6.00
Vardas376         Pavarde376                      5.92            6.40
Vardas3854        Pavarde3854                     5.92            6.00
Vardas3971        Pavarde3971                     5.92            6.00
Vardas4035        Pavarde4035                     5.92            6.00
Vardas421         Pavarde421                      5.92            6.00
Vardas4295        Pavarde4295                     5.92            6.00
Vardas4368        Pavarde4368                     5.92            6.80
Vardas4397        Pavarde4397                     5.92            5.60
Vardas4429        Pavarde4429                     5.92            6.00
Vardas4635        Pavarde4635                     5.92            5.20
Vardas4645        Pavarde4645                     5.92            5.60
Vardas4646        Pavarde4646                     5.92            6.40
Vardas472         Pavarde472                      5.92            5.20
Vardas5029        Pavarde5029                     5.92            5.60
Vardas5331        Pavarde5331                     5.92            5.60
Vardas565         Pavarde565                      5.92            5.60
Vardas5743        Pavarde5743                     5.92            5.60
Vardas5758        Pavarde5758                     5.92            6.00
Vardas5778        Pavarde5778                     5.92            6.40
Vardas5964        Pavarde5964                     5.92            6.00
Vardas6064        Pavarde6064                     5.92            6.00
Vardas6088        Pavarde6088                     5.92            5.60
Vardas620         Pavarde620                      5.92            5.60
Vardas6313        Pavarde6313                     5.92            5.60
Vardas634         Pavarde634                      5.92            5.20
Vardas6369        Pavarde6369                     5.92            6.40
Vardas6451        Pavarde6451                     5.92            6.00
Vardas6557        Pavarde6557                     5.92            6.80
Vardas6616        Pavarde6616                     5.92            5.20
Vardas6642        Pavarde6642                     5.92            6.00
Vardas6754        Pavarde6754                     5.92            6.00
Vardas7031        Pavarde7031                     5.92            5.60
Vardas7502        Pavarde7502                     5.92            5.60
Vardas7620        Pavarde7620                     5.92            6.00
Vardas8193        Pavarde8193                     5.92            5.60
Vardas8274        Pavarde8274                     5.92            6.40
Vardas8364        Pavarde8364                     5.92            6.80
Vardas8369        Pavarde8369                     5.92            6.40
Vardas8430        Pavarde8430                     5.92            5.60
Vardas8432        Pavarde8432                     5.92            5.60
Vardas8543        Pavarde8543                     5.92            5.60
Vardas862         Pavarde862                      5.92            5.60
Vardas8725        Pavarde8725                     5.92            5.60
Vardas9048        Pavarde9048                     5.92            5.60
Vardas9061        Pavarde9061                     5.92            5.60
Vardas914         Pavarde914                      5.92            6.00
Vardas9314        Pavarde9314                     5.92            6.00
Vardas9507        Pavarde9507                     5.92            6.00
Vardas9581        Pavarde9581                     5.92            6.00
Vardas9592        Pavarde9592                     5.92            6.00
Vardas9606        Pavarde9606                     5.92            5.60
Vardas9664        Pavarde9664                     5.92            5.20
Vardas9685        Pavarde9685                     5.92            5.60
Vardas9691        Pavarde9691                     5.92            5.60
Vardas9843        Pavarde9843                     5.92            6.00
Vardas3892        Pavarde3892                     5.96            5.80
Vardas119         Pavarde119                      5.96            6.20
Vardas1545        Pavarde1545                     5.96            5.40
Vardas1689        Pavarde1689                     5.96            6.20
Vardas17          Pavarde17                       5.96            6.60
Vardas1739        Pavarde1739                     5.96            5.80
Vardas1745        Pavarde1745                     5.96            6.60
Vardas1921        Pavarde1921                     5.96            5.40
Vardas2150        Pavarde2150                     5.96            6.60
Vardas2199        Pavarde2199                     5.96            6.20
Vardas2230        Pavarde2230                     5.96            6.60
Vardas2414        Pavarde2414                     5.96            5.40
Vardas2446        Pavarde2446                     5.96            5.40
Vardas2528        Pavarde2528                     5.96            6.20
Vardas2544        Pavarde2544                     5.96            6.60
Vardas2555        Pavarde2555                     5.96            6.60
Vardas2627        Pavarde2627                     5.96            5.00
Vardas2653        Pavarde2653                     5.96            6.60
Vardas2726        Pavarde2726                     5.96            5.40
Vardas2772        Pavarde2772                     5.96            5.80
Vardas2784        Pavarde2784                     5.96            5.80
Vardas3031        Pavarde3031                     5.96            5.80
Vardas3319        Pavarde3319                     5.96            5.80
Vardas3402        Pavarde3402                     5.96            5.80
Vardas3655        Pavarde3655                     5.96            6.60
Vardas3657        Pavarde3657                     5.96            6.20
Vardas3756        Pavarde3756                     5.96            6.60
Vardas3931        Pavarde3931                     5.96            5.80
Vardas4034        Pavarde4034                     5.96            5.80
Vardas427         Pavarde427                      5.96            5.80
Vardas4630        Pavarde4630                     5.96            5.80
Vardas4714        Pavarde4714                     5.96            5.40
Vardas5022        Pavarde5022                     5.96            6.20
Vardas5125        Pavarde5125                     5.96            6.20
Vardas5180        Pavarde5180                     5.96            6.60
