Vardas            Pavarde              Galutinis(Vid.) Galutinis(Med.)
Vardas3448        Pavarde3448                     5.56            6.20
Vardas3464        Pavarde3464                     5.56            5.80
Vardas3470        Pavarde3470                     5.56            5.40
Vardas3531        Pavarde3531                     5.56            5.00
Vardas4736        Pavarde4736                     5.56            6.20
Vardas4793        Pavarde4793                     5.56            6.20
Vardas481         Pavarde481                      5.56            5.40
Vardas4875        Pavarde4875                     5.56            5.00
Vardas5152        Pavarde5152                     5.56            5.40
Vardas5226        Pavarde5226                     5.56            5.80
Vardas5320        Pavarde5320                     5.56            5.40
Vardas5547        Pavarde5547                     5.56            5.40
Vardas5939        Pavarde5939                     5.56            5.00
Vardas5975        Pavarde5975                     5.56            5.80
Vardas6161        Pavarde6161                     5.56            5.00
Vardas6314        Pavarde6314                     5.56            5.80
Vardas6382        Pavarde6382                     5.56            5.40
Vardas6401        Pavarde6401                     5.56            5.40
Vardas6484        Pavarde6484                     5.56            5.00
Vardas7034        Pavarde7034                     5.56            5.00
Vardas7416        Pavarde7416                     5.56            5.40
Vardas7565        Pavarde7565                     5.56            5.00
Vardas7683        Pavarde7683                     5.56            5.80
Vardas7808        Pavarde7808                     5.56            6.20
Vardas7863        Pavarde7863                     5.56            5.40
Vardas7911        Pavarde7911                     5.56            5.00
Vardas8002        Pavarde8002                     5.56            5.80
Vardas8015        Pavarde8015                     5.56            5.40
Vardas8119        Pavarde8119                     5.56            5.80
Vardas8247        Pavarde8247                     5.56            5.80
Vardas8496        Pavarde8496                     5.56            5.80
Vardas8914        Pavarde8914                     5.56            5.80
Vardas9096        Pavarde9096                     5.56            6.20
Vardas9160        Pavarde9160                     5.56            5.40
Vardas9403        Pavarde9403                     5.56            5.80
Vardas9481        Pavarde9481                     5.56            6.20
Vardas96          Pavarde96                       5.56            5.40
Vardas9741        Pavarde9741                     5.56            5.00
Vardas9771        Pavarde9771                     5.56            6.20
Vardas9782        Pavarde9782                     5.56            5.40
Vardas9784        Pavarde9784                     5.56            5.40
Vardas9948        Pavarde9948                     5.56            5.80
Vardas117         Pavarde117                      5.60            5.20
Vardas1266        Pavarde1266                     5.60            5.60
Vardas1426        Pavarde1426                     5.60            5.60
Vardas1433        Pavarde1433                     5.60            5.60
Vardas1453        Pavarde1453                     5.60            5.60
Vardas1484        Pavarde1484                     5.60            5.60
Vardas1536        Pavarde1536                     5.60            6.00
Vardas1793        Pavarde1793                     5.60            5.20
Vardas1975        Pavarde1975                     5.60            4.80
Vardas2109        Pavarde2109                     5.60            5.60
Vardas2118        Pavarde2118                     5.60            5.20
Vardas2250        Pavarde2250                     5.60            5.20
Vardas2273        Pavarde2273                     5.60            6.00
Vardas2400        Pavarde2400                     5.60            5.60
Vardas2634        Pavarde2634                     5.60            5.20
Vardas2821        Pavarde2821                     5.60            5.60
Vardas2822        Pavarde2822                     5.60            6.00
Vardas3111        Pavarde3111                     5.60            4.80
Vardas3236        Pavarde3236                     5.60            6.40
Vardas3292        Pavarde3292                     5.60            6.00
Vardas3428        Pavarde3428                     5.60            5.60
Vardas3579        Pavarde3579                     5.60            6.00
Vardas3633        Pavarde3633                     5.60            5.60
Vardas3785        Pavarde3785                     5.60            5.20
Vardas4378        Pavarde4378                     5.60            5.60
Vardas4462        Pavarde4462                     5.60            5.20
Vardas4472        Pavarde4472                     5.60            4.40
Vardas4575        Pavarde4575                     5.60            5.20
Vardas4770        Pavarde4770                     5.60            6.00
Vardas4772        Pavarde4772                     5.60            5.20
Vardas5443        Pavarde5443                     5.60            5.20
Vardas5578        Pavarde5578                     5.60            6.00
Vardas5591        Pavarde5591                     5.60            5.20
Vardas5749        Pavarde5749                     5.60            5.60
Vardas5913        Pavarde5913                     5.60            6.00
Vardas5988        Pavarde5988                     5.60            5.20
Vardas6004        Pavarde6004                     5.60            5.20
Vardas6165        Pavarde6165                     5.60            5.20
Vardas6421        Pavarde6421                     5.60            5.60
Vardas6553        Pavarde6553                     5.60            5.20
Vardas6640        Pavarde6640                     5.60            5.60
Vardas6919        Pavarde6919                     5.60            5.60
Vardas6999        Pavarde6999                     5.60            5.20
Vardas7014        Pavarde7014                     5.60            5.60
Vardas7410        Pavarde7410                     5.60            5.60
Vardas7450        Pavarde7450                     5.60            6.00
Vardas7755        Pavarde7755                     5.60            6.00
Vardas7874        Pavarde7874                     5.60            5.20
Vardas8031        Pavarde8031                     5.60            6.00
Vardas8209        Pavarde8209                     5.60            5.20
Vardas8571        Pavarde8571                     5.60            5.60
Vardas8728        Pavarde8728                     5.60            5.60
Vardas8766        Pavarde8766                     5.60            5.60
Vardas8906        Pavarde8906                     5.60            5.60
Vardas8907        Pavarde8907                     5.60            4.40
Vardas8965        Pavarde8965                     5.60            5.60
Vardas9185        Pavarde9185                     5.60            6.00
Vardas9421        Pavarde9421                     5.60            5.60
Vardas9530        Pavarde9530                     5.60            5.20
Vardas9700        Pavarde9700                     5.60            4.80
Vardas1026        Pavarde1026                     5.64            5.40
Vardas1104        Pavarde1104                     5.64            6.20
Vardas1252        Pavarde1252                     5.64            6.20
Vardas1542        Pavarde1542                     5.64            5.00
Vardas1544        Pavarde1544                     5.64            5.40
Vardas1735        Pavarde1735                     5.64            5.40
Vardas1837        Pavarde1837                     5.64            4.60
Vardas1870        Pavarde1870                     5.64            6.20
Vardas2018        Pavarde2018                     5.64            5.80
Vardas2069        Pavarde2069                     5.64            5.40
Vardas2070        Pavarde2070                     5.64            5.80
Vardas2322        Pavarde2322                     5.64            6.20
Vardas2585        Pavarde2585                     5.64            5.40
Vardas2774        Pavarde2774                     5.64            5.40
Vardas2807        Pavarde2807                     5.64            5.80
Vardas2868        Pavarde2868                     5.64            7.00
Vardas2892        Pavarde2892                     5.64            5.40
Vardas3025        Pavarde3025                     5.64            6.20
Vardas3103        Pavarde3103                     5.64            6.20
Vardas311         Pavarde311                      5.64            6.20
Vardas3471        Pavarde3471                     5.64            5.80
Vardas3523        Pavarde3523                     5.64            6.20
Vardas3594        Pavarde3594                     5.64            6.20
Vardas3811        Pavarde3811                     5.64            5.40
Vardas4061        Pavarde4061                     5.64            5.40
Vardas4333        Pavarde4333                     5.64            5.40
Vardas4368        Pavarde4368                     5.64            5.80
Vardas4432        Pavarde4432                     5.64            5.80
Vardas4619        Pavarde4619                     5.64            5.40
Vardas4921        Pavarde4921                     5.64            6.20
Vardas5038        Pavarde5038                     5.64            5.80
Vardas5151        Pavarde5151                     5.64            6.60
Vardas5184        Pavarde5184                     5.64            5.00
Vardas52          Pavarde52                       5.64            5.80
Vardas5322        Pavarde5322                     5.64            5.80
Vardas5333        Pavarde5333                     5.64            5.80
Vardas5729        Pavarde5729                     5.64            5.80
Vardas5754        Pavarde5754                     5.64            5.00
Vardas589         Pavarde589                      5.64            5.80
Vardas5938        Pavarde5938                     5.64            5.40
Vardas616         Pavarde616                      5.64            5.00
Vardas6221        Pavarde6221                     5.64            6.20
Vardas6664        Pavarde6664                     5.64            6.20
Vardas6864        Pavarde6864                     5.64            5.80
Vardas6908        Pavarde6908                     5.64            5.40
Vardas697         Pavarde697                      5.64            6.20
Vardas7008        Pavarde7008                     5.64            6.20
Vardas7189        Pavarde7189                     5.64            5.80
Vardas7526        Pavarde7526                     5.64            5.80
Vardas7582        Pavarde7582                     5.64            5.80
Vardas7650        Pavarde7650                     5.64            5.00
Vardas852         Pavarde852                      5.64            5.80
Vardas8545        Pavarde8545                     5.64            5.80
Vardas8619        Pavarde8619                     5.64            5.80
Vardas8754        Pavarde8754                     5.64            6.20
Vardas9038        Pavarde9038                     5.64            6.20
Vardas9103        Pavarde9103                     5.64            5.80
Vardas9107        Pavarde9107                     5.64            5.40
Vardas9229        Pavarde9229                     5.64            5.80
Vardas943         Pavarde943                      5.64            5.80
Vardas952         Pavarde952                      5.64            5.80
Vardas9650        Pavarde9650                     5.64            5.40
Vardas9666        Pavarde9666                     5.64            5.40
Vardas1132        Pavarde1132                     5.68            5.60
Vardas1160        Pavarde1160                     5.68            5.60
Vardas1207        Pavarde1207                     5.68            5.60
Vardas1295        Pavarde1295                     5.68            5.20
Vardas1507        Pavarde1507                     5.68            5.20
Vardas1518        Pavarde1518                     5.68            6.00
Vardas1568        Pavarde1568                     5.68            5.60
Vardas1707        Pavarde1707                     5.68            6.00
Vardas2227        Pavarde2227                     5.68            4.80
Vardas2262        Pavarde2262                     5.68            5.20
Vardas2286        Pavarde2286                     5.68            4.80
Vardas269         Pavarde269                      5.68            6.00
Vardas2731        Pavarde2731                     5.68            5.60
Vardas2758        Pavarde2758                     5.68            5.60
Vardas2778        Pavarde2778                     5.68            6.00
Vardas2929        Pavarde2929                     5.68            6.00
Vardas299         Pavarde299                      5.68            5.20
Vardas327         Pavarde327                      5.68            5.60
Vardas3327        Pavarde3327                     5.68            5.20
Vardas3502        Pavarde3502                     5.68            5.60
Vardas3616        Pavarde3616                     5.68            6.00
Vardas3643        Pavarde3643                     5.68            5.20
Vardas3762        Pavarde3762                     5.68            5.20
Vardas3820        Pavarde3820                     5.68            6.00
Vardas3830        Pavarde3830                     5.68            6.00
Vardas3851        Pavarde3851                     5.68            5.20
Vardas3955        Pavarde3955                     5.68            5.60
Vardas4245        Pavarde4245                     5.68            5.60
Vardas4253        Pavarde4253                     5.68            4.80
Vardas4303        Pavarde4303                     5.68            6.00
Vardas4355        Pavarde4355                     5.68            5.20
Vardas4388        Pavarde4388                     5.68            5.20
Vardas4453        Pavarde4453                     5.68            6.40
Vardas4488        Pavarde4488                     5.68            6.00
Vardas4567        Pavarde4567                     5.68            5.60
Vardas4753        Pavarde4753                     5.68            6.00
Vardas4885        Pavarde4885                     5.68            4.80
Vardas496         Pavarde496                      5.68            6.00
Vardas4972        Pavarde4972                     5.68            6.40
Vardas502         Pavarde502                      5.68            5.20
Vardas5035        Pavarde5035                     5.68            6.00
Vardas5188        Pavarde5188                     5.68            5.60
Vardas5261        Pavarde5261                     5.68            5.60
Vardas5340        Pavarde5340                     5.68            6.00
Vardas5528        Pavarde5528                     5.68            5.60
Vardas563         Pavarde563                      5.68            5.20
Vardas5740        Pavarde5740                     5.68            5.60
Vardas5912        Pavarde5912                     5.68            5.60
Vardas6028        Pavarde6028                     5.68            6.00
Vardas6036        Pavarde6036                     5.68            6.00
Vardas6360        Pavarde6360                     5.68            6.00
Vardas6368        Pavarde6368                     5.68            6.00
Vardas6501        Pavarde6501                     5.68            5.60
Vardas6513        Pavarde6513                     5.68            5.60
Vardas6597        Pavarde6597                     5.68            5.60
Vardas6604        Pavarde6604                     5.68            5.20
Vardas6633        Pavarde6633                     5.68            5.20
Vardas6726        Pavarde6726                     5.68            4.80
Vardas6913        Pavarde6913                     5.68            4.80
Vardas7317        Pavarde7317                     5.68            6.00
Vardas7521        Pavarde7521                     5.68            5.20
Vardas7585        Pavarde7585                     5.68            6.00
Vardas7714        Pavarde7714                     5.68            6.40
Vardas7787        Pavarde7787                     5.68            5.60
Vardas7820        Pavarde7820                     5.68            6.00
Vardas7856        Pavarde7856                     5.68            5.20
Vardas8023        Pavarde8023                     5.68            5.20
Vardas8062        Pavarde8062                     5.68            5.60
Vardas8098        Pavarde8098                     5.68            6.40
Vardas8286        Pavarde8286                     5.68            6.40
Vardas8437        Pavarde8437                     5.68            6.00
Vardas8577        Pavarde8577                     5.68            5.60
Vardas876         Pavarde876                      5.68            6.00
Vardas8809        Pavarde8809                     5.68            6.00
Vardas887         Pavarde887                      5.68            6.00
Vardas8915        Pavarde8915                     5.68            5.20
Vardas9181        Pavarde9181                     5.68            6.00
Vardas930         Pavarde930                      5.68            5.60
Vardas9352        Pavarde9352                     5.68            5.60
Vardas9394        Pavarde9394                     5.68            5.20
Vardas9533        Pavarde9533                     5.68            4.80
Vardas975         Pavarde975                      5.68            5.60
Vardas9768        Pavarde9768                     5.68            5.60
Vardas9821        Pavarde9821                     5.68            6.00
Vardas1334        Pavarde1334                     5.72            5.40
Vardas1364        Pavarde1364                     5.72            5.00
Vardas1472        Pavarde1472                     5.72            6.20
Vardas1840        Pavarde1840                     5.72            6.60
Vardas1953        Pavarde1953                     5.72            5.80
Vardas2055        Pavarde2055                     5.72            5.80
Vardas208         Pavarde208                      5.72            5.80
Vardas2483        Pavarde2483                     5.72            6.20
Vardas2532        Pavarde2532                     5.72            5.40
Vardas2641        Pavarde2641                     5.72            5.00
Vardas2838        Pavarde2838                     5.72            5.80
Vardas3014        Pavarde3014                     5.72            5.80
Vardas3101        Pavarde3101                     5.72            6.60
Vardas3703        Pavarde3703                     5.72            5.40
Vardas4004        Pavarde4004                     5.72            5.40
Vardas4148        Pavarde4148                     5.72            5.80
Vardas4347        Pavarde4347                     5.72            5.80
Vardas4407        Pavarde4407                     5.72            5.40
Vardas5269        Pavarde5269                     5.72            5.80
Vardas5385        Pavarde5385                     5.72            5.40
Vardas5408        Pavarde5408                     5.72            5.40
Vardas5467        Pavarde5467                     5.72            6.60
Vardas5672        Pavarde5672                     5.72            5.40
Vardas5796        Pavarde5796                     5.72            5.40
Vardas5966        Pavarde5966                     5.72            6.20
Vardas6109        Pavarde6109                     5.72            5.00
Vardas6821        Pavarde6821                     5.72            6.20
Vardas6984        Pavarde6984                     5.72            5.00
Vardas7114        Pavarde7114                     5.72            5.80
Vardas7456        Pavarde7456                     5.72            5.00
Vardas7664        Pavarde7664                     5.72            5.40
Vardas8065        Pavarde8065                     5.72            5.80
Vardas8654        Pavarde8654                     5.72            5.80
Vardas8708        Pavarde8708                     5.72            6.60
Vardas8711        Pavarde8711                     5.72            5.80
Vardas8772        Pavarde8772                     5.72            6.20
Vardas8995        Pavarde8995                     5.72            6.20
Vardas9102        Pavarde9102                     5.72            5.40
Vardas9867        Pavarde9867                     5.72            5.40
Vardas111         Pavarde111                      5.76            6.00
Vardas1261        Pavarde1261                     5.76            5.60
Vardas1390        Pavarde1390                     5.76            6.00
Vardas1413        Pavarde1413                     5.76            6.00
Vardas1416        Pavarde1416                     5.76            5.60
Vardas1591        Pavarde1591                     5.76            6.40
Vardas1631        Pavarde1631                     5.76            5.60
Vardas1711        Pavarde1711                     5.76            5.60
Vardas2114        Pavarde2114                     5.76            5.60
Vardas2480        Pavarde2480                     5.76            6.40
Vardas2583        Pavarde2583                     5.76            6.00
Vardas3046        Pavarde3046                     5.76            6.00
Vardas3131        Pavarde3131                     5.76            6.00
Vardas3141        Pavarde3141                     5.76            6.40
Vardas3255        Pavarde3255                     5.76            5.60
Vardas3371        Pavarde3371                     5.76            6.40
Vardas364         Pavarde364                      5.76            5.60
Vardas3710        Pavarde3710                     5.76            5.60
Vardas3893        Pavarde3893                     5.76            6.00
Vardas4189        Pavarde4189                     5.76            6.00
Vardas4271        Pavarde4271                     5.76            6.00
Vardas4299        Pavarde4299                     5.76            5.60
Vardas4338        Pavarde4338                     5.76            5.60
Vardas4516        Pavarde4516                     5.76            5.60
Vardas4522        Pavarde4522                     5.76            5.60
Vardas4627        Pavarde4627                     5.76            5.60
Vardas4661        Pavarde4661                     5.76            6.00
Vardas467         Pavarde467                      5.76            6.00
Vardas4839        Pavarde4839                     5.76            5.20
Vardas4859        Pavarde4859                     5.76            5.20
Vardas4937        Pavarde4937                     5.76            5.60
Vardas4986        Pavarde4986                     5.76            6.00
Vardas5006        Pavarde5006                     5.76            5.60
Vardas5220        Pavarde5220                     5.76            6.00
Vardas5222        Pavarde5222                     5.76            4.80
Vardas5465        Pavarde5465                     5.76            5.20
Vardas5493        Pavarde5493                     5.76            5.60
Vardas5570        Pavarde5570                     5.76            5.20
Vardas5671        Pavarde5671                     5.76            6.00
Vardas5854        Pavarde5854                     5.76            6.40
Vardas586         Pavarde586                      5.76            5.60
Vardas6201        Pavarde6201                     5.76            6.00
Vardas636         Pavarde636                      5.76            5.60
Vardas6622        Pavarde6622                     5.76            5.20
Vardas6734        Pavarde6734                     5.76            6.40
Vardas7072        Pavarde7072                     5.76            5.20
Vardas7225        Pavarde7225                     5.76            6.00
Vardas737         Pavarde737                      5.76            6.00
Vardas7560        Pavarde7560                     5.76            6.00
Vardas7691        Pavarde7691                     5.76            6.00
Vardas7711        Pavarde7711                     5.76            5.60
Vardas7747        Pavarde7747                     5.76            5.60
Vardas8069        Pavarde8069                     5.76            5.60
Vardas8329        Pavarde8329                     5.76            6.40
Vardas8541        Pavarde8541                     5.76            5.60
Vardas8544        Pavarde8544                     5.76            6.00
Vardas8554        Pavarde8554                     5.76            5.20
Vardas8579        Pavarde8579                     5.76            5.60
Vardas86          Pavarde86                       5.76            5.20
Vardas8714        Pavarde8714                     5.76            6.00
Vardas8869        Pavarde8869                     5.76            5.60
Vardas8887        Pavarde8887                     5.76            5.60
Vardas8952        Pavarde8952                     5.76            5.60
Vardas9051        Pavarde9051                     5.76            5.60
Vardas9172        Pavarde9172                     5.76            5.60
Vardas92          Pavarde92                       5.76            5.60
Vardas9223        Pavarde9223                     5.76            6.00
Vardas9322        Pavarde9322                     5.76            6.00
Vardas9686        Pavarde9686                     5.76            6.00
Vardas1004        Pavarde1004                     5.80            6.20
Vardas1088        Pavarde1088                     5.80            6.20
Vardas1106        Pavarde1106                     5.80            5.00
Vardas1121        Pavarde1121                     5.80            5.40
Vardas1401        Pavarde1401                     5.80            6.60
Vardas1439        Pavarde1439                     5.80            5.80
Vardas1776        Pavarde1776                     5.80            5.40
Vardas1829        Pavarde1829                     5.80            5.80
Vardas192         Pavarde192                      5.80            5.40
Vardas1922        Pavarde1922                     5.80            5.80
Vardas2094        Pavarde2094                     5.80            5.80
Vardas2152        Pavarde2152                     5.80            5.40
Vardas259         Pavarde259                      5.80            5.40
Vardas27          Pavarde27                       5.80            5.80
Vardas3153        Pavarde3153                     5.80            5.40
Vardas3166        Pavarde3166                     5.80            5.40
Vardas335         Pavarde335                      5.80            5.40
Vardas3472        Pavarde3472                     5.80            5.80
Vardas3507        Pavarde3507                     5.80            5.80
Vardas3593        Pavarde3593                     5.80            5.00
Vardas365         Pavarde365                      5.80            5.80
Vardas3959        Pavarde3959                     5.80            6.20
Vardas3986        Pavarde3986                     5.80            5.40
Vardas403         Pavarde403                      5.80            5.80
Vardas4152        Pavarde4152                     5.80            5.80
Vardas4340        Pavarde4340                     5.80            6.20
Vardas4447        Pavarde4447                     5.80            5.80
Vardas4612        Pavarde4612                     5.80            5.80
Vardas4776        Pavarde4776                     5.80            5.40
Vardas484         Pavarde484                      5.80            5.40
Vardas4857        Pavarde4857                     5.80            5.80
Vardas4888        Pavarde4888                     5.80            5.80
Vardas4956        Pavarde4956                     5.80            6.20
Vardas5163        Pavarde5163                     5.80            5.80
Vardas5164        Pavarde5164                     5.80            5.80
Vardas5494        Pavarde5494                     5.80            5.40
Vardas5708        Pavarde5708                     5.80            5.80
Vardas5750        Pavarde5750                     5.80            6.20
Vardas5805        Pavarde5805                     5.80            5.00
Vardas5894        Pavarde5894                     5.80            5.80
Vardas6166        Pavarde6166                     5.80            6.20
Vardas621         Pavarde621                      5.80            6.20
Vardas6328        Pavarde6328                     5.80            5.80
Vardas6371        Pavarde6371                     5.80            5.80
Vardas6384        Pavarde6384                     5.80            5.80
Vardas6560        Pavarde6560                     5.80            5.40
Vardas6620        Pavarde6620                     5.80            5.40
Vardas6824        Pavarde6824                     5.80            6.20
Vardas6897        Pavarde6897                     5.80            6.20
Vardas7045        Pavarde7045                     5.80            5.40
Vardas7182        Pavarde7182                     5.80            5.40
Vardas7221        Pavarde7221                     5.80            6.20
Vardas747         Pavarde747                      5.80            5.80
Vardas7573        Pavarde7573                     5.80            6.20
Vardas7574        Pavarde7574                     5.80            5.40
Vardas7654        Pavarde7654                     5.80            6.20
Vardas7690        Pavarde7690                     5.80            5.40
Vardas7716        Pavarde7716                     5.80            6.20
Vardas7827        Pavarde7827                     5.80            5.80
Vardas7881        Pavarde7881                     5.80            6.20
Vardas7886        Pavarde7886                     5.80            5.00
Vardas85          Pavarde85                       5.80            5.40
Vardas8540        Pavarde8540                     5.80            6.20
Vardas8774        Pavarde8774                     5.80            5.00
Vardas8991        Pavarde8991                     5.80            6.20
Vardas910         Pavarde910                      5.80            6.20
Vardas9150        Pavarde9150                     5.80            5.40
Vardas9153        Pavarde9153                     5.80            5.00
Vardas9651        Pavarde9651                     5.80            5.80
Vardas9705        Pavarde9705                     5.80            5.40
Vardas1005        Pavarde1005                     5.84            6.00
Vardas1013        Pavarde1013                     5.84            5.60
Vardas1192        Pavarde1192                     5.84            6.40
Vardas1429        Pavarde1429                     5.84            6.00
Vardas1636        Pavarde1636                     5.84            6.40
Vardas1639        Pavarde1639                     5.84            6.00
Vardas170         Pavarde170                      5.84            5.60
Vardas178         Pavarde178                      5.84            6.00
Vardas1807        Pavarde1807                     5.84            5.20
Vardas2096        Pavarde2096                     5.84            5.60
Vardas2372        Pavarde2372                     5.84            5.60
Vardas2700        Pavarde2700                     5.84            6.00
Vardas2811        Pavarde2811                     5.84            5.60
Vardas3081        Pavarde3081                     5.84            6.00
Vardas3091        Pavarde3091                     5.84            5.60
Vardas3170        Pavarde3170                     5.84            6.40
Vardas3391        Pavarde3391                     5.84            6.00
Vardas3440        Pavarde3440                     5.84            5.60
Vardas3590        Pavarde3590                     5.84            5.20
Vardas3683        Pavarde3683                     5.84            6.00
Vardas3731        Pavarde3731                     5.84            6.00
Vardas3788        Pavarde3788                     5.84            4.80
Vardas3948        Pavarde3948                     5.84            6.00
Vardas417         Pavarde417                      5.84            6.00
Vardas4329        Pavarde4329                     5.84            6.00
Vardas4418        Pavarde4418                     5.84            6.00
Vardas4457        Pavarde4457                     5.84            5.60
Vardas5150        Pavarde5150                     5.84            5.60
Vardas5179        Pavarde5179                     5.84            6.40
Vardas5228        Pavarde5228                     5.84            6.40
Vardas5353        Pavarde5353                     5.84            6.00
Vardas5379        Pavarde5379                     5.84            6.00
Vardas5423        Pavarde5423                     5.84            6.40
Vardas543         Pavarde543                      5.84            6.00
Vardas5656        Pavarde5656                     5.84            5.60
Vardas5810        Pavarde5810                     5.84            5.20
Vardas5835        Pavarde5835                     5.84            5.20
Vardas5866        Pavarde5866                     5.84            5.20
Vardas591         Pavarde591                      5.84            6.00
Vardas5910        Pavarde5910                     5.84            5.60
Vardas5950        Pavarde5950                     5.84            6.00
Vardas6038        Pavarde6038                     5.84            6.80
Vardas6045        Pavarde6045                     5.84            5.60
Vardas6278        Pavarde6278                     5.84            6.00
Vardas6480        Pavarde6480                     5.84            5.20
Vardas6595        Pavarde6595                     5.84            5.60
Vardas6788        Pavarde6788                     5.84            5.20
Vardas7011        Pavarde7011                     5.84            6.00
Vardas7067        Pavarde7067                     5.84            6.40
Vardas7120        Pavarde7120                     5.84            6.80
Vardas7323        Pavarde7323                     5.84            6.00
Vardas7637        Pavarde7637                     5.84            5.60
Vardas7864        Pavarde7864                     5.84            5.60
Vardas7875        Pavarde7875                     5.84            4.80
Vardas7888        Pavarde7888                     5.84            6.00
Vardas7908        Pavarde7908                     5.84            6.00
Vardas7990        Pavarde7990                     5.84            6.40
Vardas8005        Pavarde8005                     5.84            5.60
Vardas8079        Pavarde8079                     5.84            5.60
Vardas8169        Pavarde8169                     5.84            6.80
Vardas8401        Pavarde8401                     5.84            6.00
Vardas8514        Pavarde8514                     5.84            5.60
Vardas8691        Pavarde8691                     5.84            5.60
Vardas8958        Pavarde8958                     5.84            6.40
Vardas8960        Pavarde8960                     5.84            5.60
Vardas9228        Pavarde9228                     5.84            5.60
Vardas9402        Pavarde9402                     5.84            6.00
Vardas9426        Pavarde9426                     5.84            6.00
Vardas9531        Pavarde9531                     5.84            5.60
Vardas9620        Pavarde9620                     5.84            5.60
Vardas9643        Pavarde9643                     5.84            6.00
Vardas9661        Pavarde9661                     5.84            6.00
Vardas9804        Pavarde9804                     5.84            5.60
Vardas1037        Pavarde1037                     5.88            6.20
Vardas1072        Pavarde1072                     5.88            5.40
Vardas1103        Pavarde1103                     5.88            6.20
Vardas1313        Pavarde1313                     5.88            6.20
Vardas1504        Pavarde1504                     5.88            5.40
Vardas2281        Pavarde2281                     5.88            5.80
Vardas2376        Pavarde2376                     5.88            6.20
Vardas2725        Pavarde2725                     5.88            5.40
Vardas2785        Pavarde2785                     5.88            5.80
Vardas2814        Pavarde2814                     5.88            5.80
Vardas3392        Pavarde3392                     5.88            5.80
Vardas3393        Pavarde3393                     5.88            5.40
Vardas363         Pavarde363                      5.88            5.80
Vardas3770        Pavarde3770                     5.88            5.40
Vardas3837        Pavarde3837                     5.88            5.40
Vardas3965        Pavarde3965                     5.88            6.20
Vardas4035        Pavarde4035                     5.88            6.20
Vardas4087        Pavarde4087                     5.88            6.20
Vardas4110        Pavarde4110                     5.88            5.80
Vardas4410        Pavarde4410                     5.88            5.80
Vardas4526        Pavarde4526                     5.88            5.40
Vardas479         Pavarde479                      5.88            6.20
Vardas4796        Pavarde4796                     5.88            6.60
Vardas4815        Pavarde4815                     5.88            6.20
Vardas5014        Pavarde5014                     5.88            6.20
Vardas5125        Pavarde5125                     5.88            6.20
Vardas5391        Pavarde5391                     5.88            6.20
Vardas5414        Pavarde5414                     5.88            6.60
Vardas5432        Pavarde5432                     5.88            6.20
Vardas6265        Pavarde6265                     5.88            5.80
Vardas6536        Pavarde6536                     5.88            6.20
Vardas6581        Pavarde6581                     5.88            5.40
Vardas6733        Pavarde6733                     5.88            5.40
Vardas6923        Pavarde6923                     5.88            5.80
Vardas6983        Pavarde6983                     5.88            5.80
Vardas7005        Pavarde7005                     5.88            6.20
Vardas750         Pavarde750                      5.88            6.20
Vardas7667        Pavarde7667                     5.88            5.40
Vardas7832        Pavarde7832                     5.88            5.40
Vardas7956        Pavarde7956                     5.88            5.40
Vardas8040        Pavarde8040                     5.88            6.20
Vardas8144        Pavarde8144                     5.88            5.80
Vardas8418        Pavarde8418                     5.88            6.20
Vardas8806        Pavarde8806                     5.88            5.40
Vardas9251        Pavarde9251                     5.88            6.20
Vardas9280        Pavarde9280                     5.88            5.80
Vardas9319        Pavarde9319                     5.88            5.00
Vardas9325        Pavarde9325                     5.88            5.80
Vardas9610        Pavarde9610                     5.88            5.80
Vardas9648        Pavarde9648                     5.88            5.80
Vardas9677        Pavarde9677                     5.88            6.20
Vardas9702        Pavarde9702                     5.88            5.80
Vardas9716        Pavarde9716                     5.88            5.40
Vardas9835        Pavarde9835                     5.88            5.40
Vardas9898        Pavarde9898                     5.88            6.20
Vardas9917        Pavarde9917                     5.88            5.40
Vardas1163        Pavarde1163                     5.92            6.00
Vardas1451        Pavarde1451                     5.92            6.00
Vardas1615        Pavarde1615                     5.92            5.60
Vardas1762        Pavarde1762                     5.92            5.60
Vardas2132        Pavarde2132                     5.92            6.00
Vardas2507        Pavarde2507                     5.92            6.40
Vardas2543        Pavarde2543                     5.92            6.00
Vardas2596        Pavarde2596                     5.92            5.60
Vardas2618        Pavarde2618                     5.92            6.00
Vardas3006        Pavarde3006                     5.92            6.00
Vardas301         Pavarde301                      5.92            6.00
Vardas3172        Pavarde3172                     5.92            5.60
Vardas3177        Pavarde3177                     5.92            6.40
Vardas3213        Pavarde3213                     5.92            6.40
Vardas3457        Pavarde3457                     5.92            5.60
Vardas3661        Pavarde3661                     5.92            5.20
Vardas3671        Pavarde3671                     5.92            5.20
Vardas3798        Pavarde3798                     5.92            5.20
Vardas3885        Pavarde3885                     5.92            6.00
Vardas4183        Pavarde4183                     5.92            6.40
Vardas4334        Pavarde4334                     5.92            5.60
Vardas4492        Pavarde4492                     5.92            5.60
Vardas4548        Pavarde4548                     5.92            6.40
Vardas4957        Pavarde4957                     5.92            5.60
Vardas5036        Pavarde5036                     5.92            4.80
Vardas5273        Pavarde5273                     5.92            5.20
Vardas5393        Pavarde5393                     5.92            6.00
Vardas5722        Pavarde5722                     5.92            6.40
Vardas576         Pavarde576                      5.92            6.80
Vardas6151        Pavarde6151                     5.92            6.00
