Name              Surname                   Final(Avg)      Final(Med)
Vardas1169        Pavarde1169                     2.92            2.60
Vardas1252        Pavarde1252                     2.92            2.60
Vardas1335        Pavarde1335                     2.92            3.00
Vardas1585        Pavarde1585                     2.92            2.60
Vardas1595        Pavarde1595                     2.92            2.60
Vardas1801        Pavarde1801                     2.92            3.40
Vardas1843        Pavarde1843                     2.92            2.60
Vardas1856        Pavarde1856                     2.92            3.00
Vardas1864        Pavarde1864                     2.92            3.00
Vardas1940        Pavarde1940                     2.92            3.40
Vardas208         Pavarde208                      2.92            3.00
Vardas2136        Pavarde2136                     2.92            3.00
Vardas2209        Pavarde2209                     2.92            3.00
Vardas266         Pavarde266                      2.92            3.00
Vardas2684        Pavarde2684                     2.92            3.00
Vardas2831        Pavarde2831                     2.92            3.00
Vardas290         Pavarde290                      2.92            3.00
Vardas2922        Pavarde2922                     2.92            2.60
Vardas3137        Pavarde3137                     2.92            3.40
Vardas3142        Pavarde3142                     2.92            2.60
Vardas336         Pavarde336                      2.92            3.00
Vardas3407        Pavarde3407                     2.92            3.00
Vardas3490        Pavarde3490                     2.92            2.60
Vardas3512        Pavarde3512                     2.92            3.00
Vardas3742        Pavarde3742                     2.92            3.00
Vardas3772        Pavarde3772                     2.92            2.20
Vardas4331        Pavarde4331                     2.92            2.60
Vardas4347        Pavarde4347                     2.92            3.80
Vardas4726        Pavarde4726                     2.92            2.60
Vardas5009        Pavarde5009                     2.92            2.60
Vardas5020        Pavarde5020                     2.92            3.40
Vardas5039        Pavarde5039                     2.92            3.00
Vardas5101        Pavarde5101                     2.92            3.00
Vardas5200        Pavarde5200                     2.92            3.00
Vardas5354        Pavarde5354                     2.92            3.40
Vardas5366        Pavarde5366                     2.92            3.40
Vardas5585        Pavarde5585                     2.92            2.60
Vardas5640        Pavarde5640                     2.92            3.00
Vardas5646        Pavarde5646                     2.92            2.60
Vardas5829        Pavarde5829                     2.92            3.40
Vardas587         Pavarde587                      2.92            3.00
Vardas6008        Pavarde6008                     2.92            3.80
Vardas6222        Pavarde6222                     2.92            2.60
Vardas6259        Pavarde6259                     2.92            2.60
Vardas6532        Pavarde6532                     2.92            2.60
Vardas6551        Pavarde6551                     2.92            2.60
Vardas6667        Pavarde6667                     2.92            3.40
Vardas6747        Pavarde6747                     2.92            2.20
Vardas6753        Pavarde6753                     2.92            2.60
Vardas697         Pavarde697                      2.92            3.00
Vardas714         Pavarde714                      2.92            3.00
Vardas7269        Pavarde7269                     2.92            3.00
Vardas7291        Pavarde7291                     2.92            3.40
Vardas7423        Pavarde7423                     2.92            2.60
Vardas7648        Pavarde7648                     2.92            3.00
Vardas7768        Pavarde7768                     2.92            3.40
Vardas7874        Pavarde7874                     2.92            3.00
Vardas7964        Pavarde7964                     2.92            3.00
Vardas8015        Pavarde8015                     2.92            3.40
Vardas8046        Pavarde8046                     2.92            3.00
Vardas8220        Pavarde8220                     2.92            2.60
Vardas8263        Pavarde8263                     2.92            3.00
Vardas8340        Pavarde8340                     2.92            3.40
Vardas8411        Pavarde8411                     2.92            3.00
Vardas8637        Pavarde8637                     2.92            3.40
Vardas8692        Pavarde8692                     2.92            3.00
Vardas9139        Pavarde9139                     2.92            3.40
Vardas9148        Pavarde9148                     2.92            3.00
Vardas9170        Pavarde9170                     2.92            2.60
Vardas9395        Pavarde9395                     2.92            2.60
Vardas9420        Pavarde9420                     2.92            3.00
Vardas9421        Pavarde9421                     2.92            2.60
Vardas9678        Pavarde9678                     2.92            3.40
Vardas1227        Pavarde1227                     2.96            2.80
Vardas1231        Pavarde1231                     2.96            2.80
Vardas1611        Pavarde1611                     2.96            2.80
Vardas1937        Pavarde1937                     2.96            2.00
Vardas263         Pavarde263                      2.96            2.80
Vardas2787        Pavarde2787                     2.96            3.20
Vardas2900        Pavarde2900                     2.96            2.40
Vardas3083        Pavarde3083                     2.96            2.80
Vardas3474        Pavarde3474                     2.96            3.20
Vardas3695        Pavarde3695                     2.96            2.80
Vardas40          Pavarde40                       2.96            3.20
Vardas4207        Pavarde4207                     2.96            2.40
Vardas4572        Pavarde4572                     2.96            3.20
Vardas4746        Pavarde4746                     2.96            3.20
Vardas4813        Pavarde4813                     2.96            3.20
Vardas5342        Pavarde5342                     2.96            3.60
Vardas5482        Pavarde5482                     2.96            2.80
Vardas5516        Pavarde5516                     2.96            3.20
Vardas6151        Pavarde6151                     2.96            2.40
Vardas6845        Pavarde6845                     2.96            2.80
Vardas6883        Pavarde6883                     2.96            3.20
Vardas7052        Pavarde7052                     2.96            2.00
Vardas7183        Pavarde7183                     2.96            2.40
Vardas7242        Pavarde7242                     2.96            2.40
Vardas75          Pavarde75                       2.96            2.80
Vardas7573        Pavarde7573                     2.96            2.80
Vardas76          Pavarde76                       2.96            2.80
Vardas7749        Pavarde7749                     2.96            2.40
Vardas8139        Pavarde8139                     2.96            2.00
Vardas8245        Pavarde8245                     2.96            3.20
Vardas8246        Pavarde8246                     2.96            2.80
Vardas8571        Pavarde8571                     2.96            2.80
Vardas8865        Pavarde8865                     2.96            3.20
Vardas9194        Pavarde9194                     2.96            2.80
Vardas9270        Pavarde9270                     2.96            2.80
Vardas9539        Pavarde9539                     2.96            3.20
Vardas9977        Pavarde9977                     2.96            2.40
Vardas9994        Pavarde9994                     2.96            2.40
Vardas1069        Pavarde1069                     3.00            3.00
Vardas2072        Pavarde2072                     3.00            2.60
Vardas3007        Pavarde3007                     3.00            2.60
Vardas5246        Pavarde5246                     3.00            2.60
Vardas6220        Pavarde6220                     3.00            2.60
Vardas6824        Pavarde6824                     3.00            3.00
Vardas7549        Pavarde7549                     3.00            2.60
Vardas8281        Pavarde8281                     3.00            2.20
Vardas8872        Pavarde8872                     3.00            2.20
Vardas9694        Pavarde9694                     3.00            2.60
Vardas9749        Pavarde9749                     3.00            3.00
Vardas1095        Pavarde1095                     3.00            2.60
Vardas1222        Pavarde1222                     3.00            2.20
Vardas136         Pavarde136                      3.00            2.60
Vardas1460        Pavarde1460                     3.00            3.40
Vardas1500        Pavarde1500                     3.00            3.00
Vardas1552        Pavarde1552                     3.00            3.00
Vardas1588        Pavarde1588                     3.00            3.00
Vardas1763        Pavarde1763                     3.00            3.40
Vardas1884        Pavarde1884                     3.00            3.00
Vardas1944        Pavarde1944                     3.00            3.40
Vardas2065        Pavarde2065                     3.00            3.00
Vardas2154        Pavarde2154                     3.00            3.00
Vardas2344        Pavarde2344                     3.00            3.00
Vardas2388        Pavarde2388                     3.00            3.80
Vardas2426        Pavarde2426                     3.00            3.40
Vardas2768        Pavarde2768                     3.00            3.40
Vardas3059        Pavarde3059                     3.00            2.60
Vardas307         Pavarde307                      3.00            2.60
Vardas3103        Pavarde3103                     3.00            2.60
Vardas3342        Pavarde3342                     3.00            3.40
Vardas369         Pavarde369                      3.00            2.60
Vardas3711        Pavarde3711                     3.00            2.60
Vardas4020        Pavarde4020                     3.00            3.80
Vardas4117        Pavarde4117                     3.00            3.80
Vardas4276        Pavarde4276                     3.00            3.00
Vardas4724        Pavarde4724                     3.00            2.60
Vardas5167        Pavarde5167                     3.00            3.40
Vardas5459        Pavarde5459                     3.00            3.00
Vardas5583        Pavarde5583                     3.00            3.00
Vardas6182        Pavarde6182                     3.00            3.80
Vardas6198        Pavarde6198                     3.00            3.40
Vardas6487        Pavarde6487                     3.00            3.00
Vardas6686        Pavarde6686                     3.00            3.00
Vardas6695        Pavarde6695                     3.00            3.40
Vardas6750        Pavarde6750                     3.00            3.40
Vardas6867        Pavarde6867                     3.00            3.00
Vardas7141        Pavarde7141                     3.00            3.00
Vardas7471        Pavarde7471                     3.00            3.00
Vardas7504        Pavarde7504                     3.00            3.40
Vardas7525        Pavarde7525                     3.00            3.00
Vardas7791        Pavarde7791                     3.00            3.00
Vardas7985        Pavarde7985                     3.00            3.00
Vardas8021        Pavarde8021                     3.00            3.00
Vardas853         Pavarde853                      3.00            3.00
Vardas8580        Pavarde8580                     3.00            3.00
Vardas8912        Pavarde8912                     3.00            3.40
Vardas9055        Pavarde9055                     3.00            3.40
Vardas9208        Pavarde9208                     3.00            3.40
Vardas9791        Pavarde9791                     3.00            3.00
Vardas9980        Pavarde9980                     3.00            2.60
Vardas1132        Pavarde1132                     3.04            3.20
Vardas1294        Pavarde1294                     3.04            3.20
Vardas1358        Pavarde1358                     3.04            2.80
Vardas1372        Pavarde1372                     3.04            2.80
Vardas148         Pavarde148                      3.04            2.40
Vardas1513        Pavarde1513                     3.04            2.80
Vardas1655        Pavarde1655                     3.04            2.80
Vardas1773        Pavarde1773                     3.04            2.80
Vardas1795        Pavarde1795                     3.04            2.40
Vardas2031        Pavarde2031                     3.04            2.80
Vardas2177        Pavarde2177                     3.04            2.80
Vardas2204        Pavarde2204                     3.04            3.20
Vardas2438        Pavarde2438                     3.04            2.80
Vardas2746        Pavarde2746                     3.04            2.80
Vardas2862        Pavarde2862                     3.04            3.20
Vardas2887        Pavarde2887                     3.04            2.80
Vardas3084        Pavarde3084                     3.04            2.80
Vardas3329        Pavarde3329                     3.04            2.40
Vardas3606        Pavarde3606                     3.04            3.20
Vardas3685        Pavarde3685                     3.04            2.40
Vardas3920        Pavarde3920                     3.04            3.20
Vardas4013        Pavarde4013                     3.04            3.20
Vardas4050        Pavarde4050                     3.04            2.00
Vardas4214        Pavarde4214                     3.04            2.80
Vardas4461        Pavarde4461                     3.04            3.20
Vardas5363        Pavarde5363                     3.04            3.20
Vardas5653        Pavarde5653                     3.04            2.40
Vardas5688        Pavarde5688                     3.04            2.80
Vardas5990        Pavarde5990                     3.04            3.20
Vardas5992        Pavarde5992                     3.04            2.40
Vardas6043        Pavarde6043                     3.04            3.20
Vardas6052        Pavarde6052                     3.04            3.20
Vardas6500        Pavarde6500                     3.04            3.20
Vardas6508        Pavarde6508                     3.04            2.40
Vardas7200        Pavarde7200                     3.04            3.20
Vardas7256        Pavarde7256                     3.04            2.80
Vardas7744        Pavarde7744                     3.04            2.80
Vardas788         Pavarde788                      3.04            3.20
Vardas797         Pavarde797                      3.04            3.20
Vardas7975        Pavarde7975                     3.04            2.80
Vardas8077        Pavarde8077                     3.04            2.40
Vardas8360        Pavarde8360                     3.04            3.20
Vardas8429        Pavarde8429                     3.04            3.20
Vardas8590        Pavarde8590                     3.04            2.80
Vardas8887        Pavarde8887                     3.04            2.80
Vardas9188        Pavarde9188                     3.04            2.40
Vardas9454        Pavarde9454                     3.04            2.80
Vardas9572        Pavarde9572                     3.04            2.80
Vardas9676        Pavarde9676                     3.04            3.20
Vardas9827        Pavarde9827                     3.04            2.80
Vardas9846        Pavarde9846                     3.04            2.40
Vardas1959        Pavarde1959                     3.08            3.40
Vardas2051        Pavarde2051                     3.08            3.00
Vardas2486        Pavarde2486                     3.08            3.00
Vardas3266        Pavarde3266                     3.08            3.00
Vardas3405        Pavarde3405                     3.08            3.00
Vardas3635        Pavarde3635                     3.08            3.00
Vardas386         Pavarde386                      3.08            2.60
Vardas5580        Pavarde5580                     3.08            2.60
Vardas6180        Pavarde6180                     3.08            3.00
Vardas6696        Pavarde6696                     3.08            3.00
Vardas7574        Pavarde7574                     3.08            2.60
Vardas8079        Pavarde8079                     3.08            2.60
Vardas8516        Pavarde8516                     3.08            3.00
Vardas8778        Pavarde8778                     3.08            3.00
Vardas9346        Pavarde9346                     3.08            3.00
Vardas9647        Pavarde9647                     3.08            3.00
Vardas9768        Pavarde9768                     3.08            3.00
Vardas1022        Pavarde1022                     3.08            3.80
Vardas105         Pavarde105                      3.08            2.60
Vardas1277        Pavarde1277                     3.08            3.80
Vardas1349        Pavarde1349                     3.08            3.00
Vardas137         Pavarde137                      3.08            3.40
Vardas1627        Pavarde1627                     3.08            3.40
Vardas1638        Pavarde1638                     3.08            3.40
Vardas1650        Pavarde1650                     3.08            3.00
Vardas1671        Pavarde1671                     3.08            3.00
Vardas1923        Pavarde1923                     3.08            3.00
Vardas2096        Pavarde2096                     3.08            2.60
Vardas2124        Pavarde2124                     3.08            3.00
Vardas2382        Pavarde2382                     3.08            3.40
Vardas2570        Pavarde2570                     3.08            3.00
Vardas2659        Pavarde2659                     3.08            3.40
Vardas3121        Pavarde3121                     3.08            3.40
Vardas3434        Pavarde3434                     3.08            3.80
Vardas3472        Pavarde3472                     3.08            3.80
Vardas3617        Pavarde3617                     3.08            3.80
Vardas3738        Pavarde3738                     3.08            3.00
Vardas4031        Pavarde4031                     3.08            3.40
Vardas4104        Pavarde4104                     3.08            2.60
Vardas4113        Pavarde4113                     3.08            3.00
Vardas4200        Pavarde4200                     3.08            3.80
Vardas4348        Pavarde4348                     3.08            3.00
Vardas4450        Pavarde4450                     3.08            3.00
Vardas4577        Pavarde4577                     3.08            2.60
Vardas4596        Pavarde4596                     3.08            2.60
Vardas4954        Pavarde4954                     3.08            3.80
Vardas5112        Pavarde5112                     3.08            2.20
Vardas5181        Pavarde5181                     3.08            3.40
Vardas5252        Pavarde5252                     3.08            3.00
Vardas5405        Pavarde5405                     3.08            3.80
Vardas5442        Pavarde5442                     3.08            3.00
Vardas5443        Pavarde5443                     3.08            3.40
Vardas5504        Pavarde5504                     3.08            3.80
Vardas5613        Pavarde5613                     3.08            3.00
Vardas5719        Pavarde5719                     3.08            3.40
Vardas6311        Pavarde6311                     3.08            3.40
Vardas6702        Pavarde6702                     3.08            3.00
Vardas6745        Pavarde6745                     3.08            3.00
Vardas6949        Pavarde6949                     3.08            3.00
Vardas7192        Pavarde7192                     3.08            3.40
Vardas7253        Pavarde7253                     3.08            3.40
Vardas7315        Pavarde7315                     3.08            3.40
Vardas7365        Pavarde7365                     3.08            3.80
Vardas7486        Pavarde7486                     3.08            3.80
Vardas7734        Pavarde7734                     3.08            3.80
Vardas7772        Pavarde7772                     3.08            3.40
Vardas8010        Pavarde8010                     3.08            3.40
Vardas8154        Pavarde8154                     3.08            3.00
Vardas8418        Pavarde8418                     3.08            3.00
Vardas8463        Pavarde8463                     3.08            3.80
Vardas8579        Pavarde8579                     3.08            4.20
Vardas8861        Pavarde8861                     3.08            3.80
Vardas8896        Pavarde8896                     3.08            3.80
Vardas9115        Pavarde9115                     3.08            3.00
Vardas9123        Pavarde9123                     3.08            3.00
Vardas9470        Pavarde9470                     3.08            3.40
Vardas9651        Pavarde9651                     3.08            2.60
Vardas9782        Pavarde9782                     3.08            3.80
Vardas9862        Pavarde9862                     3.08            3.80
Vardas1290        Pavarde1290                     3.12            3.60
Vardas1323        Pavarde1323                     3.12            3.20
Vardas1324        Pavarde1324                     3.12            2.00
Vardas1326        Pavarde1326                     3.12            3.60
Vardas1480        Pavarde1480                     3.12            2.80
Vardas1892        Pavarde1892                     3.12            3.20
Vardas1976        Pavarde1976                     3.12            3.60
Vardas2076        Pavarde2076                     3.12            3.20
Vardas2174        Pavarde2174                     3.12            3.20
Vardas218         Pavarde218                      3.12            3.20
Vardas2500        Pavarde2500                     3.12            3.20
Vardas2738        Pavarde2738                     3.12            2.80
Vardas3149        Pavarde3149                     3.12            3.20
Vardas3251        Pavarde3251                     3.12            2.80
Vardas3390        Pavarde3390                     3.12            2.80
Vardas3410        Pavarde3410                     3.12            2.80
Vardas3423        Pavarde3423                     3.12            3.20
Vardas3687        Pavarde3687                     3.12            2.80
Vardas3990        Pavarde3990                     3.12            3.20
Vardas4465        Pavarde4465                     3.12            3.20
Vardas4488        Pavarde4488                     3.12            3.20
Vardas4624        Pavarde4624                     3.12            3.20
Vardas4768        Pavarde4768                     3.12            3.20
Vardas4935        Pavarde4935                     3.12            2.80
Vardas5000        Pavarde5000                     3.12            2.40
Vardas5412        Pavarde5412                     3.12            2.00
Vardas5706        Pavarde5706                     3.12            3.60
Vardas5707        Pavarde5707                     3.12            2.80
Vardas5761        Pavarde5761                     3.12            3.20
Vardas5927        Pavarde5927                     3.12            3.60
Vardas5930        Pavarde5930                     3.12            3.20
Vardas6397        Pavarde6397                     3.12            2.80
Vardas6417        Pavarde6417                     3.12            3.20
Vardas6468        Pavarde6468                     3.12            3.20
Vardas6755        Pavarde6755                     3.12            2.80
Vardas7196        Pavarde7196                     3.12            2.40
Vardas7789        Pavarde7789                     3.12            2.80
Vardas7800        Pavarde7800                     3.12            2.80
Vardas8375        Pavarde8375                     3.12            2.80
Vardas8621        Pavarde8621                     3.12            3.20
Vardas9053        Pavarde9053                     3.12            2.00
Vardas9417        Pavarde9417                     3.12            2.00
Vardas9452        Pavarde9452                     3.12            3.20
Vardas9509        Pavarde9509                     3.12            3.60
Vardas9825        Pavarde9825                     3.12            2.40
Vardas991         Pavarde991                      3.12            2.80
Vardas9930        Pavarde9930                     3.12            2.40
Vardas1586        Pavarde1586                     3.16            2.20
Vardas1705        Pavarde1705                     3.16            2.60
Vardas3736        Pavarde3736                     3.16            3.00
Vardas4286        Pavarde4286                     3.16            2.60
Vardas4845        Pavarde4845                     3.16            3.40
Vardas5530        Pavarde5530                     3.16            3.40
Vardas5726        Pavarde5726                     3.16            3.00
Vardas5764        Pavarde5764                     3.16            3.40
Vardas6070        Pavarde6070                     3.16            3.00
Vardas6090        Pavarde6090                     3.16            3.40
Vardas6161        Pavarde6161                     3.16            3.00
Vardas7370        Pavarde7370                     3.16            3.00
Vardas7941        Pavarde7941                     3.16            3.40
Vardas8433        Pavarde8433                     3.16            3.00
Vardas1011        Pavarde1011                     3.16            3.00
Vardas1101        Pavarde1101                     3.16            2.60
Vardas114         Pavarde114                      3.16            3.40
Vardas1229        Pavarde1229                     3.16            2.60
Vardas143         Pavarde143                      3.16            3.40
Vardas1720        Pavarde1720                     3.16            4.20
Vardas2167        Pavarde2167                     3.16            3.00
Vardas2223        Pavarde2223                     3.16            3.80
Vardas2232        Pavarde2232                     3.16            3.40
Vardas2837        Pavarde2837                     3.16            3.00
Vardas2890        Pavarde2890                     3.16            2.60
Vardas2907        Pavarde2907                     3.16            3.40
Vardas3254        Pavarde3254                     3.16            3.00
Vardas3528        Pavarde3528                     3.16            3.00
Vardas3877        Pavarde3877                     3.16            3.80
Vardas4071        Pavarde4071                     3.16            3.40
Vardas4289        Pavarde4289                     3.16            4.20
Vardas4332        Pavarde4332                     3.16            2.60
Vardas4452        Pavarde4452                     3.16            3.00
Vardas4457        Pavarde4457                     3.16            3.40
Vardas4467        Pavarde4467                     3.16            3.80
Vardas4468        Pavarde4468                     3.16            3.40
Vardas4594        Pavarde4594                     3.16            3.40
Vardas4847        Pavarde4847                     3.16            3.80
Vardas4894        Pavarde4894                     3.16            3.40
Vardas5217        Pavarde5217                     3.16            2.60
Vardas6112        Pavarde6112                     3.16            3.00
Vardas6276        Pavarde6276                     3.16            3.40
Vardas6290        Pavarde6290                     3.16            3.00
Vardas6587        Pavarde6587                     3.16            3.40
Vardas6724        Pavarde6724                     3.16            2.60
Vardas6760        Pavarde6760                     3.16            3.00
Vardas6767        Pavarde6767                     3.16            3.80
Vardas6887        Pavarde6887                     3.16            3.40
Vardas6917        Pavarde6917                     3.16            3.40
Vardas6964        Pavarde6964                     3.16            3.80
Vardas7316        Pavarde7316                     3.16            3.80
Vardas8071        Pavarde8071                     3.16            3.40
Vardas824         Pavarde824                      3.16            3.40
Vardas844         Pavarde844                      3.16            2.60
Vardas8716        Pavarde8716                     3.16            3.40
Vardas879         Pavarde879                      3.16            3.00
Vardas898         Pavarde898                      3.16            2.60
Vardas8982        Pavarde8982                     3.16            3.40
Vardas9029        Pavarde9029                     3.16            3.80
Vardas9105        Pavarde9105                     3.16            3.00
Vardas9162        Pavarde9162                     3.16            4.20
Vardas955         Pavarde955                      3.16            3.80
Vardas9593        Pavarde9593                     3.16            3.00
Vardas9680        Pavarde9680                     3.16            3.40
Vardas971         Pavarde971                      3.16            3.40
Vardas9772        Pavarde9772                     3.16            3.80
Vardas9990        Pavarde9990                     3.16            3.00
Vardas1108        Pavarde1108                     3.20            3.20
Vardas1128        Pavarde1128                     3.20            2.40
Vardas1592        Pavarde1592                     3.20            3.20
Vardas1869        Pavarde1869                     3.20            3.20
Vardas2196        Pavarde2196                     3.20            2.80
Vardas221         Pavarde221                      3.20            3.60
Vardas2280        Pavarde2280                     3.20            2.40
Vardas238         Pavarde238                      3.20            2.40
Vardas29          Pavarde29                       3.20            2.80
Vardas2918        Pavarde2918                     3.20            3.20
Vardas3235        Pavarde3235                     3.20            3.60
Vardas3634        Pavarde3634                     3.20            3.20
Vardas3740        Pavarde3740                     3.20            2.80
Vardas4074        Pavarde4074                     3.20            3.60
Vardas4163        Pavarde4163                     3.20            2.80
Vardas418         Pavarde418                      3.20            2.00
Vardas4254        Pavarde4254                     3.20            3.20
Vardas4420        Pavarde4420                     3.20            2.80
Vardas4586        Pavarde4586                     3.20            2.40
Vardas4764        Pavarde4764                     3.20            2.80
Vardas4833        Pavarde4833                     3.20            3.20
Vardas5034        Pavarde5034                     3.20            2.80
Vardas5132        Pavarde5132                     3.20            2.80
Vardas5215        Pavarde5215                     3.20            2.80
Vardas5235        Pavarde5235                     3.20            2.80
Vardas5301        Pavarde5301                     3.20            2.40
Vardas5349        Pavarde5349                     3.20            3.20
Vardas5445        Pavarde5445                     3.20            3.20
Vardas5722        Pavarde5722                     3.20            2.80
Vardas602         Pavarde602                      3.20            3.20
Vardas610         Pavarde610                      3.20            3.60
Vardas6140        Pavarde6140                     3.20            3.60
Vardas6306        Pavarde6306                     3.20            2.80
Vardas6371        Pavarde6371                     3.20            2.80
Vardas6387        Pavarde6387                     3.20            2.40
Vardas6395        Pavarde6395                     3.20            3.20
Vardas6440        Pavarde6440                     3.20            3.20
Vardas6445        Pavarde6445                     3.20            3.20
Vardas6683        Pavarde6683                     3.20            3.20
Vardas6714        Pavarde6714                     3.20            3.60
Vardas6719        Pavarde6719                     3.20            2.80
Vardas6871        Pavarde6871                     3.20            2.00
Vardas6959        Pavarde6959                     3.20            3.20
Vardas6968        Pavarde6968                     3.20            4.00
Vardas6970        Pavarde6970                     3.20            2.80
Vardas7121        Pavarde7121                     3.20            3.20
Vardas7147        Pavarde7147                     3.20            3.20
Vardas7246        Pavarde7246                     3.20            3.60
Vardas731         Pavarde731                      3.20            2.00
Vardas7849        Pavarde7849                     3.20            3.60
Vardas8084        Pavarde8084                     3.20            3.60
Vardas8178        Pavarde8178                     3.20            3.60
Vardas8198        Pavarde8198                     3.20            3.60
Vardas8249        Pavarde8249                     3.20            3.20
Vardas8382        Pavarde8382                     3.20            2.80
Vardas8384        Pavarde8384                     3.20            3.20
Vardas8551        Pavarde8551                     3.20            2.80
Vardas8829        Pavarde8829                     3.20            3.20
Vardas903         Pavarde903                      3.20            3.60
Vardas9585        Pavarde9585                     3.20            2.80
Vardas9759        Pavarde9759                     3.20            3.20
Vardas9968        Pavarde9968                     3.20            3.20
Vardas1028        Pavarde1028                     3.24            3.00
Vardas1048        Pavarde1048                     3.24            3.00
Vardas1202        Pavarde1202                     3.24            3.00
Vardas1315        Pavarde1315                     3.24            3.40
Vardas1685        Pavarde1685                     3.24            3.00
Vardas1724        Pavarde1724                     3.24            3.00
Vardas1817        Pavarde1817                     3.24            3.00
Vardas1915        Pavarde1915                     3.24            2.60
Vardas2036        Pavarde2036                     3.24            3.00
Vardas2092        Pavarde2092                     3.24            3.00
Vardas2283        Pavarde2283                     3.24            3.00
Vardas2339        Pavarde2339                     3.24            3.40
Vardas2419        Pavarde2419                     3.24            3.00
Vardas2561        Pavarde2561                     3.24            2.20
Vardas2785        Pavarde2785                     3.24            3.00
Vardas2812        Pavarde2812                     3.24            3.00
Vardas2814        Pavarde2814                     3.24            3.40
Vardas2993        Pavarde2993                     3.24            3.00
Vardas3008        Pavarde3008                     3.24            3.40
Vardas3040        Pavarde3040                     3.24            4.20
Vardas3098        Pavarde3098                     3.24            4.20
Vardas3238        Pavarde3238                     3.24            2.60
Vardas337         Pavarde337                      3.24            3.40
Vardas3500        Pavarde3500                     3.24            3.00
Vardas3701        Pavarde3701                     3.24            3.40
Vardas3741        Pavarde3741                     3.24            3.80
Vardas3781        Pavarde3781                     3.24            3.80
Vardas4171        Pavarde4171                     3.24            3.80
Vardas4224        Pavarde4224                     3.24            3.40
Vardas4280        Pavarde4280                     3.24            3.00
Vardas4305        Pavarde4305                     3.24            3.80
Vardas4524        Pavarde4524                     3.24            3.40
Vardas4593        Pavarde4593                     3.24            4.20
Vardas4859        Pavarde4859                     3.24            3.00
Vardas4873        Pavarde4873                     3.24            3.00
Vardas5277        Pavarde5277                     3.24            3.00
Vardas5333        Pavarde5333                     3.24            2.60
Vardas545         Pavarde545                      3.24            3.00
Vardas5501        Pavarde5501                     3.24            3.80
Vardas5525        Pavarde5525                     3.24            3.80
Vardas562         Pavarde562                      3.24            3.40
Vardas5673        Pavarde5673                     3.24            2.60
Vardas5813        Pavarde5813                     3.24            3.00
Vardas5881        Pavarde5881                     3.24            3.40
Vardas599         Pavarde599                      3.24            3.00
Vardas6137        Pavarde6137                     3.24            3.40
Vardas6501        Pavarde6501                     3.24            2.60
Vardas6632        Pavarde6632                     3.24            3.40
Vardas6835        Pavarde6835                     3.24            3.40
Vardas6849        Pavarde6849                     3.24            3.40
Vardas6967        Pavarde6967                     3.24            3.00
Vardas7007        Pavarde7007                     3.24            3.00
Vardas7061        Pavarde7061                     3.24            2.20
Vardas7175        Pavarde7175                     3.24            3.00
Vardas7459        Pavarde7459                     3.24            2.60
Vardas7515        Pavarde7515                     3.24            3.40
Vardas7527        Pavarde7527                     3.24            3.40
Vardas8055        Pavarde8055                     3.24            3.80
Vardas8181        Pavarde8181                     3.24            3.00
Vardas8328        Pavarde8328                     3.24            3.80
Vardas8351        Pavarde8351                     3.24            2.60
Vardas8555        Pavarde8555                     3.24            3.40
Vardas8636        Pavarde8636                     3.24            3.00
Vardas8690        Pavarde8690                     3.24            3.00
Vardas8837        Pavarde8837                     3.24            3.00
Vardas9087        Pavarde9087                     3.24            4.20
Vardas9292        Pavarde9292                     3.24            3.00
Vardas9554        Pavarde9554                     3.24            2.60
Vardas1103        Pavarde1103                     3.28            3.20
Vardas1461        Pavarde1461                     3.28            3.60
Vardas1536        Pavarde1536                     3.28            3.60
Vardas1620        Pavarde1620                     3.28            3.20
Vardas1734        Pavarde1734                     3.28            2.40
Vardas1740        Pavarde1740                     3.28            2.80
Vardas1853        Pavarde1853                     3.28            3.60
Vardas2251        Pavarde2251                     3.28            3.20
Vardas2439        Pavarde2439                     3.28            3.20
Vardas2524        Pavarde2524                     3.28            3.20
Vardas2564        Pavarde2564                     3.28            3.20
Vardas2820        Pavarde2820                     3.28            3.20
Vardas2870        Pavarde2870                     3.28            3.60
Vardas2983        Pavarde2983                     3.28            3.20
Vardas3167        Pavarde3167                     3.28            3.20
Vardas3242        Pavarde3242                     3.28            3.20
Vardas3640        Pavarde3640                     3.28            3.20
Vardas372         Pavarde372                      3.28            3.20
Vardas3849        Pavarde3849                     3.28            3.60
Vardas385         Pavarde385                      3.28            3.20
Vardas4707        Pavarde4707                     3.28            3.20
Vardas4886        Pavarde4886                     3.28            2.80
Vardas4961        Pavarde4961                     3.28            2.80
Vardas4968        Pavarde4968                     3.28            3.60
Vardas5109        Pavarde5109                     3.28            2.40
Vardas5170        Pavarde5170                     3.28            3.60
Vardas556         Pavarde556                      3.28            3.20
Vardas5621        Pavarde5621                     3.28            3.60
Vardas5685        Pavarde5685                     3.28            4.00
Vardas5935        Pavarde5935                     3.28            3.20
Vardas6038        Pavarde6038                     3.28            2.40
Vardas6044        Pavarde6044                     3.28            2.80
Vardas6078        Pavarde6078                     3.28            4.00
Vardas6342        Pavarde6342                     3.28            2.80
Vardas6418        Pavarde6418                     3.28            3.20
Vardas6618        Pavarde6618                     3.28            3.20
Vardas6700        Pavarde6700                     3.28            3.20
Vardas703         Pavarde703                      3.28            3.60
Vardas7638        Pavarde7638                     3.28            2.80
Vardas7695        Pavarde7695                     3.28            3.20
